"","NMF","p.value","statistic","epsilon_squared_values"
"63","NMF_63",0,3508.71200239531,0.0313196761766623
"64","NMF_64",6.58477969159075e-229,1074.5817597071,0.00959199635547139
"65","NMF_65",0,2286.80616165756,0.0204126267453745
"66","NMF_66",2.37111919544073e-85,409.634448561435,0.00365650366031505
"67","NMF_67",5.38311288326081e-303,1416.87162243592,0.0126473647219552
"68","NMF_68",6.23448559248553e-66,319.210622797516,0.00284935706645169
"69","NMF_69",8.86297024848277e-292,1365.0687481107,0.012184958788445
"70","NMF_70",6.7376271864019e-310,1448.74780045483,0.0129318997800108
"71","NMF_71",0,2409.01182551123,0.0215034662945418
"72","NMF_72",1.3631650256792e-100,480.454094545251,0.00428865824514413
"73","NMF_73",0,1901.98282584529,0.0169775935324362
"74","NMF_74",7.66480519835229e-162,764.372093727958,0.00682298417131241
"75","NMF_75",0,4189.03724818814,0.0373924363172762
"76","NMF_76",1.52553850814527e-52,256.687880151761,0.00229126279938017
"77","NMF_77",1.08441503005414e-56,276.080309202215,0.00246436466631154
"78","NMF_78",5.27109946557082e-61,296.223482866662,0.00264416787498471
"79","NMF_79",1.83758190697152e-102,489.138512765245,0.00436617762155554
"80","NMF_80",6.72009361027334e-123,583.959874176396,0.00521257776268998
"81","NMF_81",1.50156086757905e-31,158.091681142225,0.00141116747576275
"82","NMF_82",2.04978551267469e-81,391.323008084836,0.00349305097862907
"83","NMF_83",7.46467365102293e-68,328.170840397423,0.00292933829988149
"84","NMF_84",1.17242097484741e-57,280.59381843569,0.00250465342398567
"85","NMF_85",4.05872950935787e-85,408.548870084604,0.00364681350440157
"86","NMF_86",2.08500964542493e-100,479.597054153521,0.00428100807963582
"87","NMF_87",1.66441064996922e-07,42.2190785859466,0.0003768584793754
"88","NMF_88",1.06290093372809e-15,82.5470158788343,0.000736836139560598
"89","NMF_89",1.60975372875702e-280,1313.06317114102,0.0117207434783941
"90","NMF_90",3.44320637386071e-64,311.085185432666,0.00277682729858042
"91","NMF_91",1.50114930167389e-52,256.72061922627,0.00229155503687679
"92","NMF_92",2.26392375507726e-12,66.3704327013094,0.000592439749540827
"93","NMF_93",9.51745388315167e-14,73.0830422940733,0.000652358249150428
"94","NMF_94",2.04388567476675e-85,409.934380658221,0.00365918093224273
"95","NMF_95",0,1766.00129565738,0.0157637870163742
"96","NMF_96",0,14052.9003371453,0.125439844479067
"97","NMF_97",3.28005251080941e-21,109.013218101968,0.00097308034617794
"98","NMF_98",8.17474949381749e-22,111.894466635411,0.000998799120186836
"99","NMF_99",4.89955476936157e-127,603.141311723461,0.00538379626456954
"100","NMF_100",5.58615420405732e-18,93.5323335479356,0.000834893943067738
