"","gene","dACC_logFC","DLPFC_logFC","color"
"10012","LINC02668",1.60650890769082,0.669232099112107,"dACC enriched"
"10077","AJ009632.2",2.22844906911567,1.35258887918419,"dlPFC & dACC enriched"
"10287","PTGER3",1.67136478557653,0.476154715386901,"dACC enriched"
"10326","NEUROD1",1.68456745050684,1.24247634220001,"dACC enriched"
"10405","LINC01202",1.58641165715217,0.55964079985749,"dACC enriched"
"10482","AL139246.5",1.25303355126106,0.290823324909147,"dACC enriched"
"10556","FBLN7",1.53764489667507,0.96732753574634,"dACC enriched"
"10707","NPPA",1.45544680560658,0.290416175135989,"dACC enriched"
"10899","AC018358.1",1.4611003415592,0.776254584427741,"dACC enriched"
"10985","TNNT2",1.33905533230265,0.812992620753588,"dACC enriched"
"10998","CNTN5",1.51230035763521,0.460700530272524,"dACC enriched"
"11051","FFAR4",1.5179338416968,0.922458298016898,"dACC enriched"
"11149","AC015712.2",1.25926204970938,0.793469946718671,"dACC enriched"
"11258","AC096570.1",1.33348227868425,0.0708648232447711,"dACC enriched"
"11472","RARB",1.32322205229068,0.86528941369874,"dACC enriched"
"11547","GNG13",1.79557638336764,0.982017213115229,"dACC enriched"
"11576","GPR6",2.26152705446042,1.58075972926473,"dlPFC & dACC enriched"
"11635","LINC02552",1.57565103088947,1.25154506857073,"dlPFC & dACC enriched"
"11655","AL583827.1",1.5057298673768,0.802899211281213,"dACC enriched"
"11677","FREM3",2.54014405037555,1.83509145602644,"dlPFC & dACC enriched"
"11692","ASB2",2.29295509289953,1.11504897335079,"dACC enriched"
"11878","MET",1.49419311450261,1.53356783704916,"dlPFC & dACC enriched"
"11880","TNFRSF11A",1.28161689343959,0.574578990226277,"dACC enriched"
"11943","AC073365.1",1.90001387035862,0.69785284207794,"dACC enriched"
"11973","GPR68",1.4618803300292,0.277756132736187,"dACC enriched"
"12126","ADAMTS3",1.44949925956158,0.767437955860288,"dACC enriched"
"12253","CCDC68",1.71317646220488,0.266689721292129,"dACC enriched"
"12303","EGR2",1.31225409881002,0.479165584675367,"dACC enriched"
"12315","LINC02433",1.67689135737627,1.17700420050092,"dACC enriched"
"12329","AC011995.2",1.35568404985668,0.503031563204429,"dACC enriched"
"12361","OSTN",1.26617101344329,0.96234938314411,"dACC enriched"
"12410","ZBBX",1.33443839630691,0.571732918531203,"dACC enriched"
"12442","CCNO",1.28054716685348,0.89155855836942,"dACC enriched"
"12572","LANCL3",1.46408968138813,1.03390427131369,"dACC enriched"
"12584","AC007922.3",1.470176936114,0.439356727313663,"dACC enriched"
"12595","AC103681.2",1.83868794124541,1.34420180727095,"dlPFC & dACC enriched"
