"","gene","dACC_logFC","DLPFC_logFC","color"
"5230","MYBPC1",1.45101718684458,1.48175250259535,"DLPFC & dACC enriched"
"5326","GSTM5",1.92442434155321,2.19387738168791,"DLPFC & dACC enriched"
"5360","GASK1B",1.29660996148929,0.868024821738098,"dACC enriched"
"5365","F3",1.89896922283159,1.61350054909158,"DLPFC & dACC enriched"
"5476","EFEMP1",1.27396543173563,0.940179082647435,"dACC enriched"
"5501","ID3",2.45114790946792,1.91233473610409,"DLPFC & dACC enriched"
"5640","PDLIM5",1.39304895767479,1.4967358975698,"DLPFC & dACC enriched"
"5672","APLNR",3.2539886120714,3.01794559236659,"DLPFC & dACC enriched"
"5742","HLA-DPA1",1.39229299730374,1.03128586249625,"dACC enriched"
"5788","PCP4L1",1.37269189568921,0.626150397960909,"dACC enriched"
"5800","LRP4",1.44518301834052,1.46319695188703,"DLPFC & dACC enriched"
"5821","WIF1",1.98124127548548,0.929834973112433,"dACC enriched"
"5833","DLX6-AS1",2.10303131852236,1.09943799117808,"dACC enriched"
"5907","GJB6",1.5290756779265,0.995421722166898,"dACC enriched"
"5909","FLNA",1.43370922217681,0.985170690504127,"dACC enriched"
"5929","GALNT15",1.32470003264546,0.830681986281259,"dACC enriched"
"5988","FSTL5",1.35719097809848,1.11608030852509,"dACC enriched"
"5994","PREX2",1.29340379530666,1.37462454688739,"DLPFC & dACC enriched"
"6028","AEBP1",2.28313009664419,2.11386231866772,"DLPFC & dACC enriched"
"6111","ID1",1.84287899590192,1.24897479736284,"dACC enriched"
"6135","CRH",1.90642655395318,0.647573359914812,"dACC enriched"
"6188","CRLF1",2.17779292908613,1.23637578945232,"dACC enriched"
"6311","TAGLN",2.47464267948104,1.11652433470309,"dACC enriched"
"6419","KIT",1.95465219837382,0.658769392786658,"dACC enriched"
"6462","ADGRV1",1.67400401136978,1.78899782470306,"DLPFC & dACC enriched"
"6543","SPON1",1.32111828081818,1.24551556070068,"dACC enriched"
"6650","EMX2",1.62874152863863,1.97927483053063,"DLPFC & dACC enriched"
"6813","MYL9",2.18050906207868,1.15182876705259,"dACC enriched"
"6817","S1PR1",1.5525260282789,1.0469074375541,"dACC enriched"
"6912","DLX1",1.5328791418472,0.385740224354711,"dACC enriched"
"7003","HES1",1.42270278314443,1.11998043752809,"dACC enriched"
"7157","TYROBP",1.27172368029431,1.233840114097,"dACC enriched"
"7179","HLA-DPB1",1.42489414149939,0.841268496596774,"dACC enriched"
"7188","SLC39A12",1.77128572159532,1.76349741187555,"DLPFC & dACC enriched"
"7222","FBLN1",1.56583948522384,1.09321688602953,"dACC enriched"
"7305","STON2",1.41434843166966,1.18706733555872,"dACC enriched"
"7332","LMO2",1.30253884633391,1.07668802217805,"dACC enriched"
"7340","ITPR2",1.2800566312646,1.09489145074267,"dACC enriched"
"7345","MT1H",4.08082852506149,2.99429993652853,"DLPFC & dACC enriched"
"7368","OAF",1.56199552161071,1.28770293506715,"DLPFC & dACC enriched"
"7377","LIX1",2.11904055224569,2.07041349941275,"DLPFC & dACC enriched"
"7393","SLC24A3",1.34773621852865,0.475577728380538,"dACC enriched"
"7431","PPP1R3C",1.32959547918324,1.24284617479566,"dACC enriched"
"7593","EGLN3",1.31870109966788,0.707168113268059,"dACC enriched"
"7611","SSPN",1.60247977194298,1.00802145566873,"dACC enriched"
"7615","IFITM2",1.51055569870542,0.943340526091736,"dACC enriched"
"7728","NOTCH3",1.27849136306842,0.762456304307598,"dACC enriched"
"7765","BHLHE22",1.52151677322462,-0.298659098425871,"dACC enriched"
"7797","ADGRA3",1.41630392240565,1.33217613235495,"DLPFC & dACC enriched"
"7824","MMP28",1.33811721592834,0.928859626417208,"dACC enriched"
"7845","PLAAT4",1.54957580037159,0.902999038989053,"dACC enriched"
"7851","FAM167A",1.66994532452195,1.77166119241518,"DLPFC & dACC enriched"
"7852","PAX6",1.5863713597918,1.72812050830096,"DLPFC & dACC enriched"
"7891","LINC01896",1.32853026411102,1.01292415213591,"dACC enriched"
"7896","SRGN",1.34145559670088,0.252663181438323,"dACC enriched"
"7914","KLF2",1.31451268111669,0.198856277838351,"dACC enriched"
"7942","FAT1",1.35026848143355,1.58764279250442,"DLPFC & dACC enriched"
"7948","SPX",1.35195338393394,0.519805843189202,"dACC enriched"
"7975","CYBRD1",1.55024035410848,0.914729752628475,"dACC enriched"
"8044","RAB13",1.38140434936249,1.02701053940375,"dACC enriched"
"8110","ZNRF3",1.51697854309394,0.996132785375616,"dACC enriched"
"8147","NR2F2",2.79306375665343,1.56602006328263,"DLPFC & dACC enriched"
"8159","NOTCH2",1.63016696843968,1.06082312743318,"dACC enriched"
"8174","ATP13A4",1.30282170612628,1.02976769519706,"dACC enriched"
"8190","S100A11",1.40446852922563,0.767883391272566,"dACC enriched"
"8235","EMX2OS",1.69431053872219,1.27682848501017,"DLPFC & dACC enriched"
"8272","PLSCR4",1.5525754741735,1.49687544227158,"DLPFC & dACC enriched"
"8398","SLC15A2",1.52177693253266,0.67655780403358,"dACC enriched"
"8456","ARHGEF26",1.39622298230045,1.24593639871048,"dACC enriched"
"8625","MUSTN1",1.64359721248771,0.602514659297941,"dACC enriched"
"8628","SLC14A1",1.83290250634659,0.869987763489232,"dACC enriched"
"8635","FGF2",1.63326677139274,1.48880559332932,"DLPFC & dACC enriched"
"8646","ACTA2",2.77990372073561,1.30095609004521,"DLPFC & dACC enriched"
"8698","THSD7A",1.32281610017299,0.787833178875849,"dACC enriched"
"8726","TPM2",1.9285589464528,0.68902333983697,"dACC enriched"
"8733","PROX1",1.42046905429234,1.02043007857736,"dACC enriched"
"8761","BMPR1B",1.67886858950877,1.30835026657249,"DLPFC & dACC enriched"
"8815","SMAD9",1.79310010398168,1.22235627590772,"dACC enriched"
"8889","CAPG",1.40183493663778,1.21661457927851,"dACC enriched"
"8929","GNG12",1.65474249898646,1.44194222299745,"DLPFC & dACC enriched"
"8983","DDR2",1.32209645933677,1.35087055399931,"DLPFC & dACC enriched"
"9041","NPAS1",1.57765903883815,0.340922618287509,"dACC enriched"
"9143","RFX4",1.6447721898445,1.16843306722374,"dACC enriched"
"9292","EGFR",1.49984246885939,1.13025713701674,"dACC enriched"
"9329","FIBIN",1.52088644215755,1.28187403292078,"DLPFC & dACC enriched"
"9388","SLCO1C1",1.72978137288641,0.781829307500097,"dACC enriched"
"9410","ITGB4",1.84073486043981,1.64157109541894,"DLPFC & dACC enriched"
"9453","FGFRL1",1.56644260848426,1.21740888849564,"dACC enriched"
"9519","CD44",2.54850632500187,1.6469074465776,"DLPFC & dACC enriched"
"9574","SHISA6",1.989050116109,1.22572570694767,"dACC enriched"
"9594","FSTL1",1.58219828282634,0.417447506326445,"dACC enriched"
"9693","PDLIM3",1.55688112550512,0.906487347234582,"dACC enriched"
"9738","ANTXR1",1.43712704966572,0.795093978541725,"dACC enriched"
"9806","INPP4B",1.47251515052068,0.704891373475451,"dACC enriched"
"9833","TLR4",1.32133856233773,1.59797841363797,"DLPFC & dACC enriched"
"9852","BBOX1",1.57859064370446,1.02964023686831,"dACC enriched"
"9859","ZIC2",1.63630509857569,1.02311802608358,"dACC enriched"
"9868","MIR497HG",1.30302246603433,0.391667591620272,"dACC enriched"
"9886","SLC12A4",1.55214598805335,1.00238535351227,"dACC enriched"
"9903","FCER1G",1.27857594794105,0.193353718414226,"dACC enriched"
"9931","CRIP1",2.19208792866145,0.67438276838234,"dACC enriched"
"9952","CARTPT",1.58518970438856,-0.390805878167506,"dACC enriched"
"10008","USH1C",1.80051102424077,0.930934503045304,"dACC enriched"
"10027","YAP1",1.66418830233988,0.700674703489678,"dACC enriched"
"10031","PI16",1.78865575386637,1.47889135352189,"DLPFC & dACC enriched"
"10037","ANXA2",1.28924330689486,0.605396269466538,"dACC enriched"
"10081","UACA",1.29602017516796,0.279625032322559,"dACC enriched"
"10088","CXCL12",1.36068995151381,-0.20464918125063,"dACC enriched"
"10092","PHYHD1",1.92907649561681,1.776657818205,"DLPFC & dACC enriched"
"10098","BAG3",1.50232285146498,1.39774770639513,"DLPFC & dACC enriched"
"10151","CCDC80",1.5723231500253,1.18573414236656,"dACC enriched"
"10191","AL031056.1",3.37077482448983,3.00684786639027,"DLPFC & dACC enriched"
"10209","FZD8",1.8004099525578,1.29602621542757,"DLPFC & dACC enriched"
"10221","FAM189A2",1.4632465208983,0.890054501138991,"dACC enriched"
"10297","SYCE1L",1.3088908126922,0.85761982842106,"dACC enriched"
"10326","NEUROD1",1.54258145180765,-0.680584292719013,"dACC enriched"
"10343","EIF4EBP3",1.25396674344576,0.737919736325742,"dACC enriched"
"10380","PDLIM4",1.92887696846034,1.40255423584356,"DLPFC & dACC enriched"
"10398","ZIC1",1.36686845591362,0.583831443360097,"dACC enriched"
"10412","IFI44L",1.53573214944417,0.626821495294722,"dACC enriched"
"10437","CTXND1",1.79835247334744,1.21209795385207,"dACC enriched"
"10448","CD302",1.40322629144972,1.13509172348203,"dACC enriched"
"10461","MSX1",2.76779485442754,2.77292037940408,"DLPFC & dACC enriched"
"10512","SFRP2",3.1793055653287,1.88608741051167,"DLPFC & dACC enriched"
"10544","HLA-DMA",1.25459447338795,0.316352102983384,"dACC enriched"
"10610","AL109809.5",1.40260565602691,0.695740884471589,"dACC enriched"
"10672","ENTPD2",2.34028978814156,2.08064609077566,"DLPFC & dACC enriched"
"10719","TM4SF1",1.41926327630804,0.213613625104927,"dACC enriched"
"10767","SLC13A5",1.28771280695332,0.418270257464826,"dACC enriched"
"10769","GPRC5C",1.25789214217505,0.649664932003726,"dACC enriched"
"10792","IL33",1.68800268548104,1.72063285574842,"DLPFC & dACC enriched"
"10795","HAPLN1",1.81673921103128,0.962915954424497,"dACC enriched"
"10806","CLIC1",1.95006754947941,0.628331205665977,"dACC enriched"
"10822","RANBP3L",1.59853796511497,1.36506190353888,"DLPFC & dACC enriched"
"10859","CD14",1.56092575056008,0.504274491619853,"dACC enriched"
"10875","P2RY1",1.8043528499082,0.758172222425786,"dACC enriched"
"10910","RGS8",1.33230379418105,0.348627838483897,"dACC enriched"
"10919","MCC",1.4202766395694,1.31221813151898,"DLPFC & dACC enriched"
"10931","IL17RB",1.41753286240977,1.10493799581875,"dACC enriched"
"10962","TGM2",1.31502744881987,0.772325033578306,"dACC enriched"
"10979","RASL12",1.78056447766673,1.7541040499826,"DLPFC & dACC enriched"
"11046","NR2E1",1.7400672988188,1.10589729858305,"dACC enriched"
"11066","YBX3",1.26865126471414,0.792841784957901,"dACC enriched"
"11070","FYB1",1.25561453891516,1.05841638886976,"dACC enriched"
"11102","NHSL1",1.26230155010497,0.861619630408505,"dACC enriched"
"11123","SV2C",1.58664726416203,0.725130189325418,"dACC enriched"
"11125","COL25A1",1.47525864010364,-0.939815576015662,"dACC enriched"
"11135","MERTK",1.37508226775894,0.0970531976842885,"dACC enriched"
"11152","RERG",1.80743197027191,0.273719110072198,"dACC enriched"
"11157","ZFP36",1.80272588375716,0.747977904082781,"dACC enriched"
"11158","MGP",2.53238005240223,0.908180220371125,"dACC enriched"
"11175","COL1A2",1.65826766813168,1.72888441264297,"DLPFC & dACC enriched"
"11183","LINC01411",3.14807641966158,2.74408772570479,"DLPFC & dACC enriched"
"11187","XAF1",1.30622036406553,0.179931009769216,"dACC enriched"
"11206","FKBP10",1.37170576084068,0.178832326294802,"dACC enriched"
"11224","FGD6",1.35440845110771,0.451098824794851,"dACC enriched"
"11225","NWD1",1.81127298999695,1.04839872915,"dACC enriched"
"11251","PNP",1.60224407751333,0.856462265020722,"dACC enriched"
"11345","SOX1",1.28217372985491,0.609905122334459,"dACC enriched"
"11375","TGFBR3",1.44796395507019,1.0867987112786,"dACC enriched"
"11395","SLC16A9",2.63905457673078,1.89698694660647,"DLPFC & dACC enriched"
"11428","CYP1B1",1.40106921316997,0.417858191469572,"dACC enriched"
"11434","SOX18",1.31824676453972,-0.603522708720357,"dACC enriched"
"11443","PARP14",1.49475251971789,0.72482526609495,"dACC enriched"
"11446","FXYD5",1.41984472602482,0.327108560694327,"dACC enriched"
"11476","ACKR3",1.55086447200078,0.543899608564042,"dACC enriched"
"11499","ERBB2",1.41057168144519,0.487967603983799,"dACC enriched"
"11501","AC004540.2",1.45504738268959,0.305688617139584,"dACC enriched"
"11513","LCAT",2.04625004681485,1.5599880862794,"DLPFC & dACC enriched"
"11559","SLC7A2",1.5140315942738,1.07846942368018,"dACC enriched"
"11574","DLGAP1-AS1",1.41892548740842,1.90452991409475,"DLPFC & dACC enriched"
"11584","SLC10A4",2.15919989448913,0.899273917902196,"dACC enriched"
"11625","RGS9",1.34245709762915,0.484969485141827,"dACC enriched"
"11628","LTBP1",1.56918056028453,0.887773226926293,"dACC enriched"
"11641","ADRA1D",1.52322056794937,-0.591121576897781,"dACC enriched"
"11685","HVCN1",1.54092798089515,1.0296523561976,"dACC enriched"
"11715","COL6A2",1.5118982297535,0.0810589180225932,"dACC enriched"
"11745","TNC",2.06404951803779,1.25615029353397,"DLPFC & dACC enriched"
"11754","ELN",2.12205141491878,1.07922500314753,"dACC enriched"
"11759","CD4",1.7342097019779,0.374268854680243,"dACC enriched"
"11776","PIFO",1.49683665115305,0.442715343551675,"dACC enriched"
"11796","CXCR4",1.75177025385577,0.576342641096684,"dACC enriched"
"11835","EMILIN1",1.27226700379073,0.338677043469112,"dACC enriched"
"11845","CD38",1.3327072498217,1.06268562803233,"dACC enriched"
"11849","LYN",1.27890586794025,0.28450127088508,"dACC enriched"
"11862","PRKD3",1.44210176256958,1.14446311914664,"dACC enriched"
"11871","SULT1C4",1.58373804490772,1.24343845174586,"dACC enriched"
"11886","RXRG",1.93261940236317,1.4567546447843,"DLPFC & dACC enriched"
"11895","IFITM1",1.55751944337037,0.210295966146366,"dACC enriched"
"11905","HLA-DMB",1.30174135175883,0.289225642461312,"dACC enriched"
"11951","SNHG18",1.25264253640753,1.03778062271133,"dACC enriched"
"11956","KANK2",1.68815333336994,0.479011258371573,"dACC enriched"
"11966","MYH11",3.60121139786512,1.46191238174807,"DLPFC & dACC enriched"
"11967","MXRA8",1.8046979898392,1.26672845608071,"DLPFC & dACC enriched"
"11981","RGS16",1.46125122256161,0.38949309734628,"dACC enriched"
"11982","ADORA2B",1.60398080525377,0.901646437402823,"dACC enriched"
"11992","RFX2",1.42835688894799,0.599456072060855,"dACC enriched"
"12036","ASIC4",1.30660588400757,0.362345211402713,"dACC enriched"
"12073","ELK3",1.32023014864419,0.0961101630382149,"dACC enriched"
"12110","GMPR",1.77326106065147,0.077544310057606,"dACC enriched"
"12139","FGL2",1.60495887165821,0.874563381561673,"dACC enriched"
"12204","SNTB1",2.01122778214235,1.0771272090127,"dACC enriched"
"12212","LYVE1",1.61062876808364,0.806934906094856,"dACC enriched"
"12214","FOLR2",1.31598388151431,0.690706588027567,"dACC enriched"
"12222","CYBB",1.32803468301457,0.553207596689049,"dACC enriched"
"12238","IGSF1",1.67959520101917,0.979702441934079,"dACC enriched"
"12280","PKP2",1.33534566830553,0.373925963388701,"dACC enriched"
"12283","SRPX",2.09673603994337,1.28788292974129,"DLPFC & dACC enriched"
"12295","ATOH8",1.60141574451545,0.756534222211229,"dACC enriched"
"12300","ARHGAP42",1.61690123476194,0.484729546730068,"dACC enriched"
"12337","SDS",1.79653763209378,1.18231606361957,"dACC enriched"
"12357","PCDH18",2.21260739396853,0.622824494806441,"dACC enriched"
"12367","C3AR1",1.36277236820466,0.764576762481007,"dACC enriched"
"12427","CFH",1.63770443232704,0.335187468790606,"dACC enriched"
"12431","TINAGL1",1.45218938014954,0.27744513760766,"dACC enriched"
"12484","AC068308.1",2.30277846248725,1.72989722119458,"DLPFC & dACC enriched"
"12497","RLBP1",1.88592216256949,0.672674591082882,"dACC enriched"
"12501","FOXC1",1.6480505154729,0.726518391034118,"dACC enriched"
"12504","ABCC4",1.43520960614764,1.56619913366444,"DLPFC & dACC enriched"
"12505","KLF4",1.48834194991667,0.724468890208918,"dACC enriched"
"12506","CCDC163",1.82640847940199,1.45147522783193,"DLPFC & dACC enriched"
"12514","CKMT2",1.30809817709441,0.234733317831992,"dACC enriched"
"12528","LAIR1",1.29834880876696,0.511512625228127,"dACC enriched"
"12537","AL031710.1",1.50796376719761,1.16017669940458,"dACC enriched"
"12557","FRMPD3",1.33415700590502,0.0930680509294063,"dACC enriched"
"12567","C1QTNF1",1.2674091013663,0.0219010211748198,"dACC enriched"
"12575","TOGARAM2",1.31632663567764,0.270287185860732,"dACC enriched"
"12581","RGR",1.92779234864725,1.73661395944062,"DLPFC & dACC enriched"
"12583","TGIF1",1.51997930027145,0.950618800339375,"dACC enriched"
"12591","GEM",1.33462133860315,1.01255667228165,"dACC enriched"
"12600","RGS1",2.51892727170134,1.18679331753293,"dACC enriched"
"12601","SLCO2A1",1.27087462464296,-0.658850207981123,"dACC enriched"
