Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000144579,CTDSP1,35,0.59104,37,0.68349,58,1.45384,30,0.30869,10,-1.2830,7,-2.0443,26,0.11527
ENSG00000135913,USP37,36,1.32787,28,0.90244,11,-0.6123,3,-2.1810,22,0.47246,12,-0.4909,12,-0.4912
ENSG00000144580,CNOT9,26,-0.0654,23,-0.2056,47,0.92461,16,-0.7338,16,-0.8000,27,0.02679,29,0.13527
ENSG00000074582,BCS1L,15,-0.3984,5,-2.0502,19,-0.0804,39,1.12029,15,-0.4508,21,0.15523,21,0.07315
ENSG00000163481,RNF25,7,-1.6622,2,-3.3546,21,-0.0484,39,0.92555,20,-0.1663,30,0.72567,20,-0.1954
ENSG00000135929,CYP27A1,99,1.86563,27,-0.3802,86,1.59048,86,1.58874,3,-3.5455,3,-3.8523,16,-1.2742
ENSG00000171450,CDK5R2,10,-3.0083,11,-2.8852,32,-1.3341,67,-0.2213,151,1.14345,111,0.83449,81,0.10652
ENSG00000115649,CNPPD1,16,-0.3887,15,-0.4601,20,-0.0367,32,0.71222,7,-1.5940,22,0.08704,26,0.39174
ENSG00000144567,RETREG2,39,-2.1213,66,-1.3407,125,-0.3618,175,0.17028,236,0.66292,222,0.76978,134,-0.2820
ENSG00000158552,ZFAND2B,29,-0.2359,13,-1.3618,23,-0.5385,42,0.37956,27,-0.3186,38,0.30761,41,0.38876
ENSG00000115657,ABCB6,6,-2.4606,14,-1.3112,34,0.01530,55,0.80037,52,0.70129,42,0.47561,25,-0.5270
ENSG00000198925,ATG9A,61,-0.0570,16,-2.0368,42,-0.6291,102,0.80303,84,0.47759,73,0.30199,53,-0.3076
ENSG00000163516,ANKZF1,22,0.20556,31,0.70857,21,0.07979,39,1.15140,31,0.75249,9,-1.4550,13,-0.6570
ENSG00000115661,STK16,12,-0.7631,9,-1.1404,26,0.45770,23,0.24196,17,-0.1789,23,0.30185,20,0.06211
ENSG00000127824,TUBA4A,18,-4.4272,61,-2.6590,213,-0.8016,485,0.50457,384,0.11929,601,1.25591,299,-0.3083
ENSG00000135924,DNAJB2,313,0.78341,180,-0.1266,182,-0.1046,364,1.04942,212,0.13843,144,-0.5803,131,-0.6832
ENSG00000054356,PTPRN,9,-4.6972,51,-2.2064,130,-0.8137,327,0.65710,308,0.55636,352,1.11886,154,-0.6049
ENSG00000123992,DNPEP,19,0.32419,13,-0.3002,18,0.30097,17,0.21302,17,0.14407,10,-0.7094,19,0.36533
ENSG00000072195,SPEG,5,-1.7456,6,-1.5015,8,-0.9632,24,0.62959,30,0.99936,18,0.22741,17,0.12055
ENSG00000123989,CHPF,17,-1.9437,12,-2.4077,114,0.98970,95,0.68125,94,0.66143,67,0.13050,47,-0.4954
ENSG00000124006,OBSL1,16,-1.5104,23,-0.9373,78,0.99944,35,-0.3383,39,-0.1591,43,0.01887,54,0.42905
ENSG00000114923,SLC4A3,7,-2.7878,24,-1.0667,20,-1.2803,41,-0.2132,52,0.16705,78,1.19254,47,-0.0286
ENSG00000116106,EPHA4,15,-2.5345,11,-3.0154,18,-2.3132,40,-1.1314,142,0.86047,136,1.11958,104,0.39518
ENSG00000163082,SGPP2,2,-2.6229,6,-1.4830,4,-1.9501,4,-2.0425,39,1.49078,28,1.32060,11,-0.6813
ENSG00000116120,FARSB,23,-1.5445,31,-1.0897,47,-0.4744,75,0.26316,53,-0.2865,99,1.01927,55,-0.2507
ENSG00000123983,ACSL3,110,-0.4788,64,-1.3105,76,-1.0455,165,0.15794,244,0.80979,181,0.40469,147,-0.0280
ENSG00000171951,SCG2,26,-3.3318,91,-1.5186,148,-0.7786,314,0.41053,368,0.67601,314,0.55502,275,0.21663
ENSG00000085449,WDFY1,47,0.85507,5,-2.5925,33,0.25873,3,-2.9790,46,0.78922,31,0.16939,28,-0.0269
ENSG00000135900,MRPL44,14,-0.9796,8,-1.8367,25,-0.1382,18,-0.6524,34,0.36934,47,1.28114,17,-0.8328
ENSG00000135919,SERPINE2,29,-2.1992,20,-2.7586,293,1.44299,38,-1.8373,155,0.33769,71,-1.0715,256,1.44835
ENSG00000036257,CUL3,62,-0.3201,30,-1.4412,52,-0.5927,88,0.24471,73,-0.0696,100,0.61033,77,0.02488
ENSG00000135905,DOCK10,211,2.98329,72,0.78822,40,-0.1633,53,0.26795,12,-2.0117,6,-3.3145,21,-1.2531
ENSG00000168958,MFF,77,-0.3005,35,-1.4908,85,-0.1517,109,0.24860,68,-0.4952,117,0.48082,105,0.21049
ENSG00000173744,AGFG1,59,0.09743,35,-0.7158,38,-0.5971,45,-0.3219,64,0.24251,74,0.66283,44,-0.3931
ENSG00000153820,SPHKAP,0,-8.8886,4,-3.0572,32,0.10978,33,0.15300,36,0.30564,60,1.76817,8,-2.0927
ENSG00000153823,PID1,8,-2.4004,9,-2.1922,24,-0.7425,40,0.02059,36,-0.1468,64,1.16214,41,0.09998
ENSG00000187957,DNER,239,0.63286,123,-0.4336,139,-0.2434,221,0.50457,142,-0.2170,134,-0.3790,179,0.17338
ENSG00000153827,TRIP12,106,0.29309,96,0.12477,65,-0.4789,83,-0.1037,135,0.68535,80,-0.2110,81,-0.1607
ENSG00000163053,SLC16A14,1,-3.8158,5,-1.7946,14,-0.3641,16,-0.1039,32,0.99673,26,0.91466,14,-0.3964
ENSG00000135932,CAB39,79,-0.5612,29,-2.0512,74,-0.6689,96,-0.2650,105,-0.1229,178,1.04334,109,-0.0704
ENSG00000135916,ITM2C,109,-2.3999,155,-1.8705,1159,1.33758,610,0.23066,308,-0.8448,477,-0.2079,757,0.68303
ENSG00000204128,C2orf72,28,-0.6309,9,-2.2403,95,1.38155,54,0.40183,34,-0.3201,32,-0.5259,52,0.38774
ENSG00000173692,PSMD1,141,-0.5707,182,-0.1753,109,-0.9705,226,0.17769,374,1.02135,234,0.30758,147,-0.5609
ENSG00000115053,NCL,1388,1.43667,1872,2.02796,398,-0.6455,133,-2.2905,693,0.23218,256,-1.5469,375,-0.8066
ENSG00000187514,PTMA,6019,2.12058,5202,1.81828,1392,-0.4473,1318,-0.5323,922,-1.0801,565,-2.0834,963,-1.1032
ENSG00000156973,PDE6D,28,0.37872,5,-2.0741,33,0.65909,3,-2.6575,4,-2.6227,25,0.29701,36,0.90489
ENSG00000144524,COPS7B,20,-0.0700,16,-0.3922,10,-1.1503,26,0.36484,30,0.58430,22,0.06256,21,0.01264
ENSG00000144535,DIS3L2,40,1.42744,38,1.34931,4,-2.0486,20,0.28937,16,-0.0913,13,-0.5181,6,-1.5476
ENSG00000135930,EIF4E2,32,-0.3843,47,0.21546,19,-1.1695,19,-1.1662,54,0.43848,48,0.31828,48,0.28845
ENSG00000115468,EFHD1,424,2.46237,127,0.21767,166,0.65968,251,1.38966,28,-2.0752,17,-3.1303,32,-2.0049
ENSG00000204120,GIGYF2,179,0.87556,359,2.21201,60,-0.8748,56,-0.9685,140,0.45905,48,-1.4415,58,-0.9991
ENSG00000182600,SNORC,356,0.78111,318,0.58495,563,1.60737,369,0.84091,77,-1.6253,68,-2.0756,167,-0.4928
ENSG00000066248,NGEF,12,-3.8619,11,-4.0559,86,-1.0513,248,0.62472,162,-0.0700,282,1.21176,165,-0.0477
ENSG00000085978,ATG16L1,8,-1.1301,11,-0.6264,19,0.20767,16,-0.1018,24,0.53154,22,0.56824,13,-0.5016
ENSG00000077044,DGKD,40,1.35155,25,0.55253,8,-1.2252,13,-0.5187,28,0.74808,13,-0.6420,13,-0.5149
ENSG00000085982,USP40,71,1.50652,59,1.17985,13,-1.2010,65,1.36683,30,0.04810,11,-1.7435,10,-1.6536
ENSG00000188042,ARL4C,6,-3.3527,16,-1.9655,49,-0.3003,56,-0.1159,113,1.05401,59,-0.0418,91,0.80792
ENSG00000157985,AGAP1,264,1.05244,219,0.72709,140,-0.0096,117,-0.2869,186,0.45473,76,-1.1378,126,-0.1942
ENSG00000132321,IQCA1,20,-1.4156,54,0.10717,97,1.10186,29,-0.8388,83,0.82268,25,-1.2981,73,0.70419
ENSG00000198612,COPS8,20,-2.4727,23,-2.2647,89,-0.2320,92,-0.1750,98,-0.0764,161,1.02790,113,0.17466
ENSG00000124831,LRRFIP1,40,-0.6450,70,0.25945,37,-0.7615,29,-1.1087,135,1.37742,53,-0.2297,64,0.12390
ENSG00000132329,RAMP1,25,-2.0953,63,-0.7597,225,1.34917,143,0.55731,79,-0.4058,59,-1.0176,153,0.77659
ENSG00000184182,UBE2F,21,-1.2329,31,-0.6716,50,0.09351,48,0.02957,36,-0.4427,58,0.42312,57,0.34734
ENSG00000132323,ILKAP,54,0.47901,34,-0.2923,52,0.40316,46,0.19216,35,-0.2368,44,0.19221,26,-0.7798
ENSG00000144485,HES6,50,0.36821,16,-1.4144,91,1.39598,76,1.06075,28,-0.5676,24,-0.9744,34,-0.2739
ENSG00000132326,PER2,14,-0.8033,11,-1.0625,21,-0.1337,3,-2.6942,59,1.60432,24,0.06124,25,0.16796
ENSG00000204104,TRAF3IP1,32,-0.4340,127,1.92858,39,-0.1185,12,-1.9441,49,0.24294,27,-0.8235,41,-0.0483
ENSG00000065802,ASB1,38,-0.1765,29,-0.5483,51,0.32531,70,0.83298,49,0.24852,34,-0.4353,41,-0.0438
ENSG00000068024,HDAC4,24,-0.2219,8,-1.8090,45,0.82714,19,-0.5314,44,0.79856,28,0.06195,24,-0.2353
ENSG00000130414,NDUFA10,112,-0.5299,103,-0.6585,110,-0.5557,207,0.44482,185,0.26277,190,0.40382,143,-0.1714
ENSG00000172428,COPS9,238,-0.9048,298,-0.5555,447,0.08125,215,-1.0573,183,-1.2990,507,0.38140,672,0.88834
ENSG00000063660,GPC1,25,-2.0633,36,-1.5048,91,-0.0847,101,0.08508,159,0.83052,109,0.26212,111,0.27045
ENSG00000188542,DUSP28,1,-3.4380,7,-1.4778,31,0.83291,18,-0.0218,12,-0.6728,26,0.74199,19,0.04430
ENSG00000142327,RNPEPL1,22,0.08563,28,0.46029,29,0.54340,36,0.88360,22,0.04464,12,-0.9567,18,-0.3003
ENSG00000130294,KIF1A,323,-0.4126,345,-0.3097,470,0.18438,430,0.04182,570,0.50046,458,0.18372,341,-0.3634
ENSG00000122085,MTERF4,29,-0.2777,31,-0.1445,54,0.72634,42,0.30557,19,-0.8836,39,0.29103,25,-0.5265
ENSG00000115685,PPP1R7,48,-1.7402,67,-1.2543,147,-0.0397,218,0.60166,133,-0.2025,175,0.31144,186,0.38592
ENSG00000115677,HDLBP,136,-0.1039,85,-0.8257,168,0.23749,113,-0.3988,182,0.36554,162,0.23706,140,-0.0645
ENSG00000168385,SEPTIN2,331,1.09295,208,0.30043,310,0.97569,237,0.51657,87,-1.0609,76,-1.4941,163,-0.1018
ENSG00000115694,STK25,46,-1.5443,31,-2.1209,114,-0.1565,236,1.05539,148,0.26914,131,0.09025,144,0.24664
ENSG00000176720,BOK,255,2.32701,148,1.23789,56,-0.3836,140,1.13550,28,-1.4242,21,-2.0867,10,-3.1009
ENSG00000176946,THAP4,13,-1.8221,19,-1.2079,36,-0.2539,41,-0.0358,30,-0.5480,62,0.87265,49,0.25924
ENSG00000168397,ATG4B,23,-1.0202,22,-1.0781,30,-0.6000,55,0.33011,59,0.44011,55,0.42781,47,0.09305
ENSG00000168395,ING5,50,0.37302,47,0.27355,27,-0.5801,34,-0.2630,60,0.68511,37,-0.1209,33,-0.3122
ENSG00000180902,D2HGDH,20,-0.5072,23,-0.2878,32,0.25934,44,0.75052,32,0.26349,24,-0.2425,25,-0.1335
ENSG00000134121,CHL1,39,-2.3606,43,-2.2313,111,-0.7951,94,-1.0576,318,0.89590,303,1.16380,170,-0.1519
ENSG00000144619,CNTN4,3,-3.3459,10,-1.6096,25,-0.2563,30,0.02223,78,1.64914,37,0.43291,21,-0.5877
ENSG00000113851,CRBN,85,0.19613,54,-0.5122,48,-0.6895,75,-0.0020,115,0.69585,81,0.14581,66,-0.2240
ENSG00000150995,ITPR1,33,-2.4832,42,-2.1073,166,-0.0298,62,-1.5266,319,1.06274,206,0.42926,225,0.53410
ENSG00000134107,BHLHE40,6,-2.8359,9,-2.2778,40,-0.1205,13,-1.7600,49,0.19884,81,1.58138,35,-0.3625
ENSG00000134108,ARL8B,92,-0.5810,30,-2.2499,83,-0.7473,73,-0.9444,155,0.23855,217,1.14086,127,-0.0957
ENSG00000196220,SRGAP3,48,-0.2872,30,-0.9934,33,-0.8447,68,0.27102,103,0.97461,57,-0.0063,60,0.07908
ENSG00000206573,THUMPD3-AS1,44,0.58457,32,0.07511,36,0.26698,18,-0.7861,47,0.69579,22,-0.5834,30,-0.0090
ENSG00000134077,THUMPD3,34,0.34412,19,-0.5146,17,-0.7057,8,-1.8597,27,-0.0016,35,0.51849,31,0.26055
ENSG00000168137,SETD5,118,1.11394,153,1.58631,33,-0.9280,31,-1.0534,117,1.09092,23,-1.7438,44,-0.5582
ENSG00000156959,LHFPL4,0,-8.6282,7,-2.2106,8,-1.9037,43,0.54879,58,1.05938,39,0.55406,36,0.28423
ENSG00000163719,MTMR14,13,-0.1729,11,-0.3379,10,-0.5832,13,-0.1503,19,0.43457,19,0.59000,10,-0.5397
ENSG00000114026,OGG1,22,0.26415,17,-0.1010,20,0.08352,21,0.19183,19,0.05681,19,0.03892,15,-0.3799
ENSG00000134072,CAMK1,4,-3.8901,2,-4.8470,82,0.33349,61,-0.1374,39,-0.8139,97,0.86295,92,0.61357
ENSG00000171148,TADA3,21,-2.0044,32,-1.3921,137,0.87690,101,0.36024,64,-0.3716,76,-0.1258,112,0.61630
ENSG00000241553,ARPC4,49,-1.4295,46,-1.5339,141,0.19154,100,-0.3523,142,0.20886,174,0.74532,124,-0.0100
ENSG00000214021,TTLL3,25,0.58021,23,0.44439,23,0.48755,17,-0.0419,19,0.18657,12,-0.6289,14,-0.3418
ENSG00000156990,RPUSD3,21,-0.9437,10,-1.9661,34,-0.2277,50,0.38185,32,-0.3269,46,0.35187,53,0.56264
ENSG00000171135,JAGN1,30,0.59383,14,-0.5848,13,-0.6751,9,-1.1565,12,-0.8215,25,0.38385,27,0.46902
ENSG00000163703,CRELD1,18,-1.6637,21,-1.4686,39,-0.5099,99,0.99131,59,0.12952,73,0.65700,44,-0.3647
ENSG00000163704,PRRT3,6,-2.1850,19,-0.5539,14,-1.0170,46,0.84566,50,0.97521,28,0.04591,28,0.01169
ENSG00000125037,EMC3,61,-0.7373,42,-1.3153,117,0.28582,119,0.31114,99,0.02240,123,0.49412,86,-0.2220
ENSG00000254999,BRK1,52,-1.9564,36,-2.4967,171,-0.1689,202,0.10058,131,-0.5864,252,0.62939,274,0.70050
ENSG00000157014,TATDN2,14,-1.4825,12,-1.7597,54,0.54257,54,0.54851,62,0.78739,43,0.26178,29,-0.4962
ENSG00000157020,SEC13,39,0.04295,7,-2.4940,52,0.52598,55,0.61085,32,-0.2587,40,0.13285,36,-0.0891
ENSG00000157087,ATP2B2,5,-4.9285,21,-3.0022,87,-0.9039,94,-0.7895,332,1.27650,248,1.07585,140,-0.1922
ENSG00000157103,SLC6A1,135,-0.1137,122,-0.2706,230,0.76220,141,-0.0444,142,-0.0325,86,-0.9687,209,0.70181
ENSG00000196639,HRH1,0,-5.4075,0,-7.2180,9,-0.9362,2,-3.0935,37,1.31549,28,1.16976,18,0.18578
ENSG00000197548,ATG7,19,-0.3999,10,-1.4006,20,-0.3199,34,0.53296,17,-0.5718,37,0.92404,18,-0.5753
ENSG00000144560,VGLL4,19,-1.0226,10,-1.9634,44,0.29396,23,-0.6954,69,1.06050,34,-0.1522,49,0.56422
ENSG00000157152,SYN2,17,-4.8101,25,-4.2512,239,-0.9415,205,-1.1748,724,0.83463,814,1.55966,361,-0.3383
ENSG00000075975,MKRN2,14,-0.7042,6,-1.8413,15,-0.5526,32,0.56857,25,0.17843,25,0.27456,27,0.34558
ENSG00000132155,RAF1,45,0.47746,22,-0.6604,43,0.43187,41,0.35943,34,0.05879,31,-0.1341,27,-0.3852
ENSG00000144712,CAND2,13,-0.2372,7,-1.2739,5,-1.5661,17,0.15881,18,0.25428,22,0.69983,15,-0.0366
ENSG00000144713,RPL32,1947,0.06650,2538,0.50120,3175,0.88206,2201,0.26542,546,-1.8820,1380,-0.5889,2065,0.18311
ENSG00000144711,IQSEC1,81,-1.3188,48,-2.1002,206,0.12613,140,-0.4886,339,0.95865,255,0.64277,164,-0.2663
ENSG00000163517,HDAC11,176,1.32834,85,0.09048,101,0.36979,122,0.69330,56,-0.5622,57,-0.6543,46,-0.9553
ENSG00000163528,CHCHD4,11,-0.9328,22,0.14397,27,0.46754,17,-0.2605,13,-0.6294,22,0.18833,22,0.19471
ENSG00000170876,TMEM43,24,0.08813,10,-1.2619,29,0.42246,33,0.63443,28,0.32418,23,0.02982,16,-0.5380
ENSG00000154767,XPC,120,2.00901,109,1.81147,9,-2.0840,17,-1.2712,37,-0.0845,19,-1.3065,19,-1.1969
ENSG00000170860,LSM3,71,-0.7162,35,-1.7764,107,-0.0787,120,0.10735,40,-1.5949,148,0.61042,153,0.58081
ENSG00000154781,CCDC174,90,1.60527,101,1.82164,10,-1.8717,8,-2.1491,51,0.58567,12,-1.8731,29,-0.3519
ENSG00000225733,FGD5-AS1,144,0.51728,115,0.14364,164,0.73773,111,0.08720,106,0.02319,72,-0.7249,96,-0.1468
ENSG00000177463,NR2C2,15,-1.2992,22,-0.6929,39,0.18029,33,-0.0606,57,0.82259,39,0.24601,32,-0.1568
ENSG00000131368,MRPS25,39,-0.9650,25,-1.6444,67,-0.1423,89,0.31538,56,-0.4331,96,0.58149,85,0.27402
ENSG00000131381,RBSN,55,-0.2234,63,-0.0028,59,-0.0909,65,0.06178,90,0.58065,58,-0.1610,61,-0.0426
ENSG00000131375,CAPN7,25,0.44730,10,-0.9477,14,-0.4768,39,1.17804,25,0.45738,16,-0.3237,14,-0.4835
ENSG00000131370,SH3BP5,192,0.85691,83,-0.4933,107,-0.1009,112,-0.0375,134,0.25238,118,0.06911,80,-0.6103
ENSG00000206562,METTL6,9,-0.7514,18,0.32346,9,-0.8350,26,0.87897,19,0.34992,14,-0.1726,14,-0.1090
ENSG00000144597,EAF1,14,-1.1190,8,-1.8592,26,-0.1410,54,1.05372,37,0.44249,36,0.48029,19,-0.6514
ENSG00000206560,ANKRD28,88,1.41202,25,-0.6422,39,0.00907,31,-0.3367,39,0.04548,31,-0.4082,34,-0.2179
ENSG00000131386,GALNT15,156,2.23702,78,0.91593,85,1.05187,62,0.52741,20,-1.2660,6,-3.1888,15,-1.7625
ENSG00000154813,DPH3,19,-0.3216,30,0.43302,17,-0.5073,16,-0.5337,21,-0.1287,27,0.34359,23,-0.0033
ENSG00000131378,RFTN1,1,-4.2590,4,-2.4246,29,0.51055,12,-0.8811,35,0.79030,35,1.14127,14,-0.7012
ENSG00000154822,PLCL2,5,-2.7794,12,-1.5314,4,-2.8876,26,-0.3371,51,0.75234,55,1.31802,28,-0.2151
ENSG00000131374,TBC1D5,109,0.79399,37,-0.9379,59,-0.2140,84,0.37265,69,0.04266,50,-0.5804,82,0.37632
ENSG00000182568,SATB1,28,-2.0594,47,-1.2841,79,-0.4871,83,-0.4114,196,0.99744,166,0.99775,74,-0.6533
ENSG00000183960,KCNH8,198,2.83408,144,2.10603,4,-3.3990,69,0.71453,11,-2.0867,5,-3.4162,1,-5.4599
ENSG00000144566,RAB5A,94,-0.2150,88,-0.3192,117,0.13210,106,-0.0307,99,-0.1306,110,0.04036,122,0.22541
ENSG00000114166,KAT2B,106,1.23452,67,0.43899,77,0.67630,53,0.07433,34,-0.6357,16,-2.0252,62,0.37095
ENSG00000151789,ZNF385D,1,-5.3123,23,-0.9201,29,-0.5327,56,0.50690,114,1.78069,42,0.06426,30,-0.5213
ENSG00000182247,UBE2E2,40,-0.5792,30,-1.0077,26,-1.2499,46,-0.3568,64,0.14535,87,0.92693,57,-0.0407
ENSG00000170142,UBE2E1,90,0.60883,35,-0.8653,57,-0.1270,63,0.03641,27,-1.2874,65,0.11831,75,0.35233
ENSG00000197885,NKIRAS1,14,-1.9886,10,-2.4901,26,-1.1261,54,0.00472,55,0.01996,96,1.42112,45,-0.2978
ENSG00000174748,RPL15,623,-0.7183,674,-0.5976,1555,0.75468,929,-0.0941,475,-1.1308,1068,0.16981,1195,0.35761
ENSG00000174738,NR1D2,40,-0.2142,33,-0.5293,40,-0.2246,32,-0.5529,80,0.91090,46,-0.0030,49,0.10159
ENSG00000151090,THRB,9,-3.6239,18,-2.6090,43,-1.3025,62,-0.7466,220,1.32250,144,0.80658,112,0.19137
ENSG00000077097,TOP2B,158,0.32050,141,0.14337,121,-0.1095,100,-0.3975,175,0.49527,115,-0.2325,126,-0.0455
ENSG00000151092,NGLY1,11,-0.6129,17,0.04121,7,-1.2269,14,-0.2456,12,-0.4675,24,0.79838,16,-0.0249
ENSG00000179796,LRRC3B,0,-8.2091,0,-7.9396,25,0.49697,14,-0.4324,22,0.27706,20,0.15706,32,1.07854
ENSG00000033867,SLC4A7,29,-0.5846,31,-0.4895,5,-3.1980,0,-5.8558,145,2.20720,22,-1.2101,74,1.09690
ENSG00000187118,CMC1,11,-1.4796,4,-2.6793,42,0.60101,25,-0.2230,10,-1.5593,34,0.36507,46,0.92244
ENSG00000163512,AZI2,49,-0.7352,59,-0.4534,81,0.05026,85,0.13236,96,0.31853,90,0.29408,72,-0.1444
ENSG00000163527,STT3B,96,0.65742,17,-1.9967,36,-0.8707,58,-0.1499,101,0.75293,81,0.50055,45,-0.6151
ENSG00000152642,GPD1L,6,-2.9157,14,-1.6401,52,0.31710,48,0.19375,65,0.67679,59,0.70681,33,-0.4544
ENSG00000144635,DYNC1LI1,40,-0.5865,39,-0.6277,35,-0.7915,35,-0.7607,77,0.45868,84,0.83791,51,-0.2278
ENSG00000170266,GLB1,11,-0.3802,3,-2.2150,17,0.22664,8,-0.9794,13,-0.1746,24,1.09984,12,-0.3797
ENSG00000170275,CRTAP,115,0.73595,150,1.20468,133,0.99646,109,0.64528,52,-0.5203,29,-1.6651,44,-0.8811
ENSG00000153558,FBXL2,4,-3.3320,11,-1.8340,11,-1.8445,29,-0.4832,43,0.13434,75,1.64628,34,-0.2511
ENSG00000153560,UBP1,27,-0.6441,16,-1.4088,27,-0.6710,44,0.09985,63,0.69382,51,0.47271,40,-0.0314
ENSG00000163539,CLASP2,362,0.92346,154,-0.4733,130,-0.7290,187,-0.1705,217,0.06819,246,0.36382,145,-0.6264
ENSG00000170248,PDCD6IP,86,0.58124,37,-0.7582,64,0.10428,70,0.23303,60,-0.0199,66,0.19509,44,-0.5516
ENSG00000172995,ARPP21,34,-2.0577,70,-0.9797,59,-1.2379,127,-0.0506,228,0.91883,142,0.16002,185,0.64745
ENSG00000178567,EPM2AIP1,105,0.57851,34,-1.1714,42,-0.8611,63,-0.2373,173,1.45600,67,-0.2004,60,-0.3748
ENSG00000076242,MLH1,27,-0.0175,15,-0.8853,25,-0.1619,45,0.81611,27,-0.0042,30,0.22782,21,-0.4303
ENSG00000093167,LRRFIP2,98,1.04738,112,1.28328,33,-0.7345,69,0.43824,49,-0.0949,29,-1.1035,38,-0.5434
ENSG00000144674,GOLGA4,1054,1.68531,1552,2.50942,118,-1.8611,118,-1.8710,438,0.14464,108,-2.2739,198,-1.1814
ENSG00000144677,CTDSPL,8,-1.7988,19,-0.5132,40,0.62998,21,-0.3569,52,1.08421,23,-0.3407,31,0.23028
ENSG00000060971,ACAA1,67,0.23690,20,-1.6144,76,0.44260,58,0.02109,49,-0.2682,63,0.18358,59,0.04318
ENSG00000172939,OXSR1,31,0.31421,44,0.89775,14,-0.9551,20,-0.3818,44,0.88109,19,-0.5171,22,-0.2470
ENSG00000114742,WDR48,52,0.20564,27,-0.8107,22,-1.1489,31,-0.5982,57,0.34347,56,0.43232,51,0.18060
ENSG00000114745,GORASP1,17,-0.6410,17,-0.6502,35,0.45381,35,0.44079,27,0.04674,22,-0.3441,33,0.40642
ENSG00000144659,SLC25A38,6,-1.7362,8,-1.3537,15,-0.4056,22,0.19291,22,0.21643,29,0.92312,17,-0.2538
ENSG00000168028,RPSA,905,0.20746,1170,0.63250,1182,0.65108,955,0.29584,367,-1.1982,550,-0.7130,865,0.15142
ENSG00000168314,MOBP,8932,2.26204,12527,3.09811,1505,-0.8359,1893,-0.4817,361,-2.9616,99,-5.1932,87,-5.1833
ENSG00000170011,MYRIP,19,-1.5694,39,-0.5420,39,-0.5240,46,-0.2700,49,-0.1692,84,0.99007,51,-0.1186
ENSG00000114784,EIF1B,131,-0.3321,55,-1.6390,105,-0.6693,128,-0.3612,140,-0.2294,230,0.80148,182,0.21897
ENSG00000188846,RPL14,475,-0.7162,535,-0.5326,969,0.41665,778,0.05871,329,-1.2750,772,0.05922,1050,0.63634
ENSG00000172888,ZNF621,53,1.92265,46,1.64436,26,0.65780,3,-2.5047,12,-0.5569,7,-1.6285,7,-1.4189
ENSG00000168036,CTNNB1,176,-0.0295,156,-0.2169,269,0.66686,206,0.22993,165,-0.1315,171,-0.0962,153,-0.2766
ENSG00000182606,TRAK1,20,-1.4357,21,-1.3670,63,0.30451,46,-0.1888,71,0.48192,62,0.34220,59,0.20240
ENSG00000187094,CCK,77,-3.9940,150,-3.0297,340,-1.8327,483,-1.3061,957,-0.2547,1861,1.20289,1824,0.94285
ENSG00000114812,VIPR1,2,-3.1101,5,-1.7484,12,-0.5600,26,0.64704,20,0.22166,23,0.55161,21,0.30903
ENSG00000093183,SEC22C,84,0.70129,38,-0.5629,93,0.86099,71,0.40270,52,-0.0994,45,-0.3789,38,-0.6286
ENSG00000008324,SS18L2,38,0.00593,9,-2.1339,28,-0.4737,37,-0.0543,25,-0.6538,52,0.68266,44,0.26237
ENSG00000114857,NKTR,453,1.73057,589,2.27559,102,-0.7751,102,-0.7777,178,0.09302,40,-2.4620,68,-1.5071
ENSG00000114853,ZBTB47,101,0.60978,182,1.66436,82,0.25812,85,0.32623,68,-0.0424,28,-1.6513,48,-0.6483
ENSG00000010282,HHATL,343,2.19661,146,0.60239,94,-0.1138,169,0.85076,62,-0.7541,19,-2.7783,69,-0.6485
ENSG00000181061,HIGD1A,145,-1.0668,106,-1.5379,239,-0.2967,220,-0.4278,245,-0.2586,444,1.00090,298,0.06108
ENSG00000144647,POMGNT2,3,-3.3456,11,-1.5894,24,-0.4135,48,0.67626,24,-0.4246,46,0.84294,34,0.12933
ENSG00000163788,SNRK,18,-1.0751,19,-0.9641,21,-0.8645,23,-0.6929,56,0.70666,53,0.85474,34,-0.1483
ENSG00000160746,ANO10,29,0.32104,32,0.50756,10,-1.3413,24,0.01712,31,0.46375,26,0.18710,16,-0.6451
ENSG00000011198,ABHD5,74,2.27716,24,0.20435,11,-0.9271,14,-0.6082,31,0.64906,7,-1.7744,16,-0.4621
ENSG00000179152,TCAIM,19,0.05484,8,-1.1561,27,0.63769,23,0.40037,9,-1.1049,22,0.42997,14,-0.4074
ENSG00000185219,ZNF445,17,-0.1938,34,0.87989,24,0.32067,21,0.07071,33,0.85247,14,-0.6358,13,-0.7164
ENSG00000186448,ZNF197,19,0.14855,29,0.86742,26,0.66703,7,-1.2372,22,0.39725,12,-0.6242,16,-0.1718
ENSG00000163807,KIAA1143,78,0.73662,67,0.48869,29,-0.8076,23,-1.1797,59,0.28342,49,-0.0116,46,-0.1389
ENSG00000169964,TMEM42,44,0.60246,13,-1.3330,24,-0.3517,47,0.69158,16,-0.9433,35,0.27973,28,-0.1458
