Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000163812,ZDHHC3,15,-1.0522,26,-0.2931,39,0.36595,33,0.11397,42,0.51558,37,0.39023,21,-0.6591
ENSG00000075914,EXOSC7,15,-0.4313,6,-1.8515,15,-0.4788,16,-0.3568,22,0.13060,27,0.65711,23,0.24535
ENSG00000249992,TMEM158,1,-5.3102,5,-3.0321,63,0.58137,51,0.23145,59,0.49331,51,0.33125,53,0.33940
ENSG00000211456,SACM1L,29,-0.7799,17,-1.5333,48,0.01654,53,0.17810,71,0.66075,63,0.61126,34,-0.5659
ENSG00000163818,LZTFL1,13,-1.0302,0,-8.3280,16,-0.7100,8,-1.6201,40,0.77258,42,1.26810,23,-0.1670
ENSG00000163827,LRRC2,1,-4.3575,3,-2.9973,2,-3.2495,25,0.10394,52,1.35533,35,0.87852,24,0.00554
ENSG00000160801,PTH1R,9,-1.2105,42,1.21517,43,1.25457,41,1.16055,22,0.12963,9,-1.3486,9,-1.3702
ENSG00000160799,CCDC12,32,-0.5853,43,-0.1340,46,-0.0329,43,-0.1564,49,0.05451,47,-0.0017,58,0.39410
ENSG00000181555,SETD2,188,1.43046,256,2.04769,24,-1.8579,33,-1.3632,99,0.32513,38,-1.3690,48,-0.8865
ENSG00000088727,KIF9,14,-0.5670,16,-0.3654,19,-0.0999,13,-0.6105,7,-1.6315,31,1.03208,19,-0.1166
ENSG00000114648,KLHL18,21,-0.1995,20,-0.3065,5,-2.3654,6,-2.0086,42,0.89369,32,0.59306,26,0.15391
ENSG00000076201,PTPN23,33,-0.0222,19,-0.8816,31,-0.1094,53,0.73761,31,-0.1216,34,0.01339,34,0.00181
ENSG00000114650,SCAP,39,-0.1060,22,-0.9816,49,0.24598,73,0.93423,54,0.40466,38,-0.1979,34,-0.3776
ENSG00000163832,ELP6,27,-0.2395,2,-3.7020,40,0.40482,40,0.40200,20,-0.7156,38,0.40409,35,0.20749
ENSG00000114646,CSPG5,36,-1.7011,38,-1.6220,167,0.68296,76,-0.5815,122,0.16674,109,-0.0250,168,0.80750
ENSG00000173473,SMARCC1,265,1.47900,511,2.91187,90,-0.3491,22,-2.4330,63,-0.8780,22,-2.7477,50,-1.3249
ENSG00000132153,DHX30,66,-0.8748,34,-1.8476,143,0.35331,131,0.20689,114,-0.0219,153,0.62694,102,-0.2066
ENSG00000047849,MAP4,621,0.36157,1085,1.32929,555,0.17709,516,0.05933,346,-0.5712,412,-0.3716,305,-0.8333
ENSG00000164050,PLXNB1,175,1.09444,103,0.20725,158,0.91833,201,1.35281,64,-0.5463,29,-2.0251,61,-0.6924
ENSG00000232112,TMA7,421,-0.6212,350,-0.9024,700,0.18339,508,-0.3285,238,-1.4829,743,0.37365,899,0.69377
ENSG00000164054,SHISA5,24,-1.6850,23,-1.7548,98,0.45411,100,0.48810,78,0.09514,93,0.50444,68,-0.1527
ENSG00000010256,UQCRC1,85,-1.5302,84,-1.5430,230,-0.0043,333,0.59969,212,-0.1320,297,0.55191,236,0.03993
ENSG00000213672,NCKIPSD,10,-2.4523,16,-1.8342,52,-0.0556,58,0.10388,66,0.32337,85,1.03963,42,-0.4334
ENSG00000068745,IP6K2,56,-0.2033,25,-1.4108,58,-0.1367,67,0.08343,72,0.21380,74,0.32340,67,0.10192
ENSG00000114302,PRKAR2A,84,0.76882,47,-0.1774,33,-0.7085,45,-0.2384,84,0.78318,47,-0.2167,45,-0.2705
ENSG00000177479,ARIH2,86,0.78035,35,-0.6400,56,0.07486,71,0.45315,55,0.05865,43,-0.4362,51,-0.0721
ENSG00000178467,P4HTM,33,-1.6987,15,-2.8252,91,-0.1834,110,0.12604,79,-0.4040,157,0.99626,110,0.13880
ENSG00000178252,WDR6,24,-1.3500,57,-0.0379,100,0.89377,116,1.14549,64,0.13854,42,-0.6347,49,-0.3200
ENSG00000178149,DALRD3,4,-1.9964,9,-0.9333,14,-0.2276,14,-0.2263,11,-0.5770,25,0.87332,20,0.30036
ENSG00000178057,NDUFAF3,72,-0.7942,67,-0.9184,152,0.38318,121,0.01589,47,-1.4373,144,0.38019,156,0.48514
ENSG00000178035,IMPDH2,48,-0.1483,23,-1.3094,62,0.25562,132,1.55692,29,-0.9228,53,-0.0188,40,-0.5040
ENSG00000198218,QRICH1,30,-0.0837,1,-4.7435,39,0.32429,67,1.25298,26,-0.3301,40,0.46773,18,-0.9279
ENSG00000172053,QARS,24,-0.5743,22,-0.6829,38,0.13932,77,1.34033,32,-0.1293,28,-0.4203,35,0.02200
ENSG00000172046,USP19,12,-1.0052,4,-2.6494,19,-0.3478,44,0.99364,9,-1.3908,39,1.10121,18,-0.5135
ENSG00000172037,LAMB2,12,-0.8306,20,-0.0573,66,2.08663,28,0.51964,8,-1.3915,7,-1.8504,25,0.33577
ENSG00000185909,KLHDC8B,6,-1.8042,8,-1.4049,39,0.93255,18,-0.3287,25,0.20561,24,0.16861,26,0.28894
ENSG00000114316,USP4,33,-0.2056,32,-0.2360,24,-0.6775,62,0.83694,42,0.19082,31,-0.3540,43,0.27051
ENSG00000067560,RHOA,353,0.66078,256,0.12897,315,0.47278,367,0.72775,151,-0.7000,183,-0.4953,184,-0.4348
ENSG00000145022,TCTA,31,-0.0018,13,-1.2879,47,0.66542,44,0.58280,29,-0.1090,34,0.17556,22,-0.5653
ENSG00000145029,NICN1,17,-1.1546,13,-1.6147,46,0.35249,44,0.26018,51,0.51001,46,0.46011,31,-0.3054
ENSG00000173402,DAG1,28,-0.8158,10,-2.2499,102,1.28816,56,0.26418,67,0.55402,44,-0.1389,39,-0.3265
ENSG00000164061,BSN,2,-5.7255,11,-3.5486,80,-0.6457,21,-2.6351,225,1.04216,224,1.54502,98,-0.3631
ENSG00000164062,APEH,20,-1.4126,19,-1.4677,44,-0.1729,75,0.67062,48,-0.0476,71,0.81455,38,-0.4526
ENSG00000164068,RNF123,2,-3.3612,13,-0.8088,32,0.58864,15,-0.6368,24,0.09960,32,0.78137,21,-0.0990
ENSG00000176095,IP6K1,23,-1.4544,33,-0.9173,49,-0.2932,51,-0.2401,123,1.24416,58,-0.0380,69,0.28522
ENSG00000164076,CAMKV,17,-3.8323,27,-3.1969,201,-0.2025,226,-0.0145,285,0.36065,319,0.75078,285,0.40954
ENSG00000164077,MON1A,11,-1.2790,6,-2.1560,39,0.70434,40,0.76436,42,0.81956,25,-0.0621,21,-0.3408
ENSG00000004534,RBM6,105,0.74185,153,1.39903,59,-0.1964,65,-0.0523,90,0.47450,34,-1.2234,48,-0.5869
ENSG00000003756,RBM5,137,0.83522,68,-0.3153,75,-0.1542,113,0.50593,100,0.29774,69,-0.3500,63,-0.4607
ENSG00000114353,GNAI2,298,0.76537,250,0.47134,242,0.41639,236,0.37348,163,-0.2199,113,-0.9523,173,-0.1462
ENSG00000012171,SEMA3B,340,2.64230,128,0.72528,101,0.32251,174,1.26295,25,-1.7959,7,-3.9951,18,-2.3892
ENSG00000243477,NAA80,6,-1.3861,9,-0.7222,9,-0.7414,27,0.95392,12,-0.3851,21,0.73211,12,-0.3663
ENSG00000114383,TUSC2,34,-1.5847,35,-1.5510,67,-0.5723,67,-0.5668,138,0.58896,124,0.55094,125,0.48754
ENSG00000114388,NPRL2,30,0.17497,8,-1.8363,26,-0.0268,34,0.38861,33,0.32617,27,0.01108,28,0.08122
ENSG00000126062,TMEM115,17,-0.5779,7,-1.8555,37,0.63499,17,-0.5837,28,0.17505,31,0.48543,24,-0.0154
ENSG00000088543,C3orf18,10,-1.1309,7,-1.7000,21,-0.0304,33,0.68133,27,0.34110,27,0.41084,20,-0.1589
ENSG00000088538,DOCK3,43,-1.0000,18,-2.2999,59,-0.5178,82,-0.0052,159,1.11000,109,0.63492,66,-0.3858
ENSG00000145050,MANF,26,-0.1908,22,-0.4493,32,0.14805,20,-0.5944,25,-0.2393,40,0.63835,25,-0.2703
ENSG00000259956,RBM15B,22,-0.1487,12,-1.0968,17,-0.5319,15,-0.7548,42,0.89384,27,0.22742,27,0.18359
ENSG00000164080,RAD54L2,35,0.92870,26,0.43773,12,-0.7805,17,-0.2736,30,0.63788,16,-0.4353,16,-0.3751
ENSG00000164081,TEX264,20,-1.0299,13,-1.7227,56,0.55106,61,0.71350,31,-0.3908,41,0.05207,47,0.30479
ENSG00000164082,GRM2,0,-4.9062,2,-2.4656,4,-1.6679,16,0.29541,24,0.91252,26,1.59272,5,-1.4095
ENSG00000090097,PCBP4,171,2.01446,52,-0.0729,39,-0.5305,111,1.18435,31,-0.9011,28,-1.2496,31,-0.9764
ENSG00000248487,ABHD14A,18,-2.1157,27,-1.5452,57,-0.4239,117,0.74274,53,-0.5260,103,0.73605,81,0.14799
ENSG00000162244,RPL29,728,-0.0718,947,0.35365,1167,0.70404,895,0.26197,232,-1.8178,603,-0.4577,917,0.34372
ENSG00000164086,DUSP7,36,0.88996,12,-0.8800,19,-0.1619,24,0.22980,21,0.04369,17,-0.3955,23,0.15887
ENSG00000023330,ALAS1,7,-2.1095,15,-0.9996,15,-0.9441,41,0.57788,19,-0.6575,44,1.00621,28,-0.0272
ENSG00000247596,TWF2,8,-2.7190,18,-1.5786,38,-0.4994,64,0.32786,34,-0.6364,85,1.17641,50,-0.0590
ENSG00000164091,WDR82,100,-0.6919,95,-0.7620,118,-0.4361,99,-0.6962,289,1.03974,194,0.48696,134,-0.2581
ENSG00000163930,BAP1,22,-2.1563,28,-1.8481,98,0.08732,95,0.03059,140,0.66255,91,-0.0408,138,0.74012
ENSG00000010322,NISCH,49,-1.5749,26,-2.4929,128,-0.1274,125,-0.1598,182,0.44909,202,0.86571,133,-0.0761
ENSG00000168273,SMIM4,14,-1.3155,13,-1.4786,49,0.61616,36,0.12202,11,-1.6227,46,0.70611,37,0.16749
ENSG00000163939,PBRM1,88,0.98398,105,1.30328,39,-0.3323,22,-1.1859,67,0.53630,28,-1.0212,40,-0.3513
ENSG00000163938,GNL3,69,0.62173,33,-0.5569,24,-1.0580,26,-0.9200,82,0.91744,45,-0.0899,51,0.14967
ENSG00000016864,GLT8D1,31,-0.1684,6,-2.6099,77,1.37903,59,0.88992,11,-1.7019,28,-0.3864,37,0.15107
ENSG00000114902,SPCS1,133,-0.1800,93,-0.7360,128,-0.2436,173,0.23518,111,-0.4640,188,0.50062,146,-0.0484
ENSG00000272573,MUSTN1,14,-0.6254,22,0.11586,53,1.58246,22,0.10454,2,-3.1514,13,-0.9314,29,0.58790
ENSG00000163932,PRKCD,3,-2.3911,10,-0.6406,12,-0.3060,10,-0.5451,13,-0.2358,22,0.93573,16,0.19751
ENSG00000163931,TKT,85,-0.3854,72,-0.6557,75,-0.5826,151,0.52385,119,0.14016,123,0.24414,111,0.02807
ENSG00000272886,DCP1A,38,0.52229,20,-0.4485,41,0.66387,50,0.98096,34,0.34119,19,-0.7334,18,-0.7526
ENSG00000157388,CACNA1D,7,-1.5321,26,0.46578,9,-1.0714,16,-0.2798,45,1.43547,19,0.02221,15,-0.3753
ENSG00000016391,CHDH,19,-0.1341,19,-0.1706,40,1.06260,14,-0.5674,28,0.44943,6,-2.1474,36,1.04415
ENSG00000113811,SELENOK,101,-0.1041,63,-0.8301,156,0.60491,59,-0.9261,76,-0.5489,106,-0.0350,153,0.65296
ENSG00000157445,CACNA2D3,5,-2.6819,5,-2.6104,24,-0.4853,43,0.45100,43,0.43173,49,0.91809,30,-0.1690
ENSG00000187672,ERC2,76,-0.6691,172,0.63638,78,-0.6362,16,-2.9147,271,1.44032,115,-0.0231,104,-0.2087
ENSG00000180376,CCDC66,107,1.86358,103,1.78676,17,-1.1712,22,-0.7638,65,0.93175,7,-2.6827,16,-1.3546
ENSG00000163946,TASOR,103,1.59102,72,0.93687,27,-0.6588,32,-0.3879,56,0.51103,23,-1.0656,25,-0.8319
ENSG00000163947,ARHGEF3,11,-2.0795,14,-1.7654,36,-0.3668,23,-1.0164,66,0.60991,71,1.03554,45,-0.0118
ENSG00000157500,APPL1,114,0.42130,118,0.48070,86,-0.0233,40,-1.2169,139,0.75799,82,-0.1423,68,-0.4554
ENSG00000174840,PDE12,14,-0.5294,14,-0.4835,34,0.88285,7,-1.5706,36,0.96658,20,-0.0273,17,-0.2434
ENSG00000168374,ARF4,34,-0.9510,14,-2.2168,80,0.38458,49,-0.3827,48,-0.4308,97,0.99121,57,-0.1785
ENSG00000163681,SLMAP,118,0.95692,117,0.94826,43,-0.6588,34,-1.0423,82,0.33903,45,-0.7289,66,0.00379
ENSG00000136068,FLNB,89,1.91462,57,1.07878,15,-1.0459,61,1.19970,13,-1.2398,12,-1.5864,13,-1.3294
ENSG00000163686,ABHD6,66,0.70251,33,-0.4214,20,-1.1996,55,0.39916,29,-0.6287,49,0.29542,40,-0.1431
ENSG00000163684,RPP14,10,-0.7880,5,-1.7484,5,-1.6596,14,-0.3067,34,1.17173,21,0.55079,17,0.04693
ENSG00000168297,PXK,618,2.78533,382,1.71936,41,-1.9048,186,0.43964,49,-1.6141,29,-2.6833,29,-2.5466
ENSG00000168291,PDHB,49,-0.5599,26,-1.4944,56,-0.3653,50,-0.5536,45,-0.6894,99,0.76536,91,0.46294
ENSG00000168301,KCTD6,12,-1.1237,13,-1.0340,13,-1.0187,22,-0.2938,26,0.01713,39,0.90947,29,0.15605
ENSG00000168309,FAM107A,516,-0.4395,654,-0.0650,1239,1.00030,1024,0.67037,465,-0.6017,367,-1.1503,907,0.53636
ENSG00000144724,PTPRG,4,-2.2368,20,0.10993,20,0.09278,4,-2.0904,31,0.84847,22,0.38120,20,0.11961
ENSG00000114405,C3orf14,11,-3.1522,53,-0.9115,65,-0.6053,76,-0.3535,80,-0.2807,140,0.87132,125,0.49511
ENSG00000153266,FEZF2,8,-2.2775,3,-3.6976,53,0.52790,41,0.08903,35,-0.1233,71,1.54563,14,-1.5837
ENSG00000163618,CADPS,17,-3.2173,41,-1.9188,80,-0.9116,156,0.12443,233,0.79448,239,1.20615,99,-0.6542
ENSG00000163630,SYNPR,6,-4.4883,10,-3.7943,89,-0.6129,102,-0.4073,219,0.84185,184,0.75169,169,0.46742
ENSG00000163634,THOC7,70,-0.7367,60,-0.9758,107,-0.0876,74,-0.6604,96,-0.2555,147,0.57671,141,0.40412
ENSG00000163636,PSMD6,33,-0.8349,15,-1.9811,58,0.03200,78,0.51841,45,-0.3831,74,0.57234,59,0.06182
ENSG00000163637,PRICKLE2,2,-4.7937,9,-3.0112,113,0.87027,37,-0.9129,122,1.00774,89,0.65276,57,-0.2601
ENSG00000151276,MAGI1,79,0.44178,77,0.39880,39,-0.6627,35,-0.8631,104,0.90007,50,-0.3677,59,-0.0283
ENSG00000144741,SLC25A26,34,-0.2813,11,-1.9737,49,0.28595,22,-0.9559,33,-0.3250,61,0.88935,39,-0.0803
ENSG00000144749,LRIG1,39,-0.6083,15,-2.0731,226,2.51117,55,-0.0768,36,-0.7326,17,-2.1009,78,0.56320
ENSG00000183662,TAFA1,3,-2.6303,4,-2.4708,1,-4.4774,0,-7.6369,19,-0.1623,40,1.51827,34,0.88450
ENSG00000144747,TMF1,154,1.48088,148,1.40164,35,-0.9493,49,-0.4275,103,0.76553,28,-1.4810,37,-0.9632
ENSG00000144744,UBA3,49,0.35585,23,-0.8379,28,-0.5495,45,0.19469,32,-0.3315,48,0.40432,38,-0.0867
ENSG00000144746,ARL6IP5,258,0.31903,121,-0.8716,148,-0.5616,245,0.23030,247,0.24673,237,0.23391,195,-0.1479
ENSG00000114541,FRMD4B,359,3.21707,245,2.25998,14,-2.4329,49,-0.5661,8,-3.2337,5,-4.2192,7,-3.5892
ENSG00000114861,FOXP1,136,0.62941,89,-0.0657,39,-1.3248,70,-0.4406,217,1.45735,89,-0.0774,54,-0.9218
ENSG00000163412,EIF4E3,18,-1.8343,36,-0.7865,68,0.20504,39,-0.6792,66,0.16992,81,0.67904,64,0.11269
ENSG00000170837,GPR27,17,-0.8813,11,-1.4491,41,0.54591,23,-0.3522,21,-0.5237,36,0.41199,37,0.41100
ENSG00000163602,RYBP,152,1.47404,95,0.64747,41,-0.6873,21,-1.6888,99,0.71558,50,-0.4807,41,-0.7582
ENSG00000163605,PPP4R2,143,1.27913,116,0.90779,43,-0.6922,22,-1.7204,91,0.49047,56,-0.3398,43,-0.7404
ENSG00000121440,PDZRN3,5,-1.7253,0,-7.7401,3,-2.2874,5,-1.8093,25,0.69566,21,0.54108,31,1.27773
ENSG00000113805,CNTN3,4,-1.9188,0,-7.7674,5,-1.8344,9,-0.8579,30,1.00360,28,1.21848,17,0.01305
ENSG00000185008,ROBO2,6,-3.5326,16,-2.0925,68,0.12890,76,0.29246,119,1.06244,84,0.62576,47,-0.4959
ENSG00000169855,ROBO1,38,0.36996,35,0.24645,5,-2.5357,63,1.25713,25,-0.2657,17,-0.9995,40,0.55193
ENSG00000175161,CADM2,162,-0.9593,149,-1.0855,160,-0.9767,239,-0.3585,551,1.01477,381,0.52245,298,-0.0124
ENSG00000083937,CHMP2B,119,0.91435,72,0.06580,31,-1.2035,63,-0.1350,70,0.02878,66,-0.0835,67,-0.0458
ENSG00000163320,CGGBP1,37,-0.8131,30,-1.1145,82,0.45664,35,-0.8638,87,0.55562,80,0.55413,54,-0.2345
ENSG00000269028,MTRNR2L12,3239,-0.1273,8765,1.58351,2415,-0.5879,1424,-1.3926,3861,0.15416,1740,-1.2938,5081,0.70544
ENSG00000113966,ARL6,4,-2.2629,5,-2.0507,8,-1.3251,13,-0.7276,22,0.11584,36,1.38119,22,0.09689
ENSG00000080200,CRYBG3,105,2.38062,99,2.25619,12,-1.2633,11,-1.4571,21,-0.4299,4,-3.2291,11,-1.4528
ENSG00000170854,RIOX2,35,1.15512,11,-0.7609,8,-1.1841,3,-2.4586,16,-0.1021,23,0.56830,17,-0.0797
ENSG00000080822,CLDND1,2105,2.76989,828,0.87919,349,-0.5268,1016,1.24220,95,-2.4709,103,-2.6570,88,-2.7354
ENSG00000080819,CPOX,92,1.95751,22,-0.5148,9,-1.7454,80,1.68444,16,-0.9983,24,-0.4682,6,-2.5129
ENSG00000064225,ST3GAL6,11,-0.7322,8,-1.2209,11,-0.7634,28,0.68750,25,0.52730,29,1.08509,6,-1.8622
ENSG00000184220,CMSS1,64,-0.5508,61,-0.6344,75,-0.3094,62,-0.5992,83,-0.1367,95,0.08197,140,0.83378
ENSG00000036054,TBC1D23,40,0.74289,19,-0.4173,16,-0.7180,29,0.21970,16,-0.7109,30,0.34628,22,-0.2640
ENSG00000114021,NIT2,5,-2.6652,9,-1.8969,23,-0.5672,39,0.26360,16,-1.0587,61,1.55052,26,-0.4018
ENSG00000154174,TOMM70,45,-1.0334,20,-2.2096,51,-0.8483,75,-0.2467,149,0.87413,123,0.75475,85,-0.0691
ENSG00000114354,TFG,49,-0.2588,18,-1.7707,49,-0.2543,93,0.77776,39,-0.6130,77,0.62770,50,-0.2656
ENSG00000138468,SENP7,83,1.88170,44,0.70448,13,-1.1562,26,-0.1443,38,0.47245,8,-2.1251,27,-0.0516
ENSG00000174173,TRMT10C,34,-0.2776,39,-0.0767,16,-1.4246,7,-2.6601,55,0.50069,55,0.64579,46,0.22776
ENSG00000081154,PCNP,122,-0.2399,136,-0.0638,157,0.16371,99,-0.5531,95,-0.6155,171,0.40927,146,0.05797
ENSG00000066422,ZBTB11,29,-0.2100,27,-0.3139,15,-1.2475,24,-0.5205,52,0.73328,44,0.61223,27,-0.3710
ENSG00000114391,RPL24,863,-0.2055,1095,0.17673,1456,0.64831,811,-0.3023,350,-1.5843,922,-0.1283,1238,0.43172
ENSG00000182504,CEP97,122,2.34884,53,0.75415,11,-1.6103,13,-1.4041,52,0.73319,14,-1.5704,20,-0.8296
ENSG00000144815,NXPE3,208,2.05344,122,1.03545,40,-0.7570,60,-0.1476,67,0.04791,38,-1.0173,22,-1.7708
ENSG00000170017,ALCAM,552,1.99134,186,0.04987,103,-0.8739,220,0.32163,220,0.32488,103,-1.0494,106,-0.9071
ENSG00000242759,LINC00882,48,0.57184,57,0.84862,8,-2.1644,58,0.88541,20,-0.7959,30,-0.2721,30,-0.2374
ENSG00000243701,DUBR,54,2.10940,29,0.92626,10,-0.7666,3,-2.3979,8,-1.0646,16,-0.0685,6,-1.5417
ENSG00000114439,BBX,541,2.53457,368,1.70720,49,-1.5775,54,-1.4356,118,-0.2461,35,-2.3685,72,-1.0992
ENSG00000196776,CD47,161,0.32581,44,-1.6678,142,0.12280,114,-0.2318,136,0.05139,200,0.96677,59,-1.3284
ENSG00000114446,IFT57,13,-2.0142,26,-0.9908,28,-0.8701,50,0.02199,52,0.10882,75,0.96101,49,-0.0020
ENSG00000198919,DZIP3,110,-0.1043,139,0.26295,65,-0.9199,72,-0.7659,235,1.16190,115,-0.0599,107,-0.1737
ENSG00000177707,NECTIN3,25,0.17244,21,-0.1419,8,-1.5446,7,-1.7663,19,-0.2500,21,-0.1750,42,1.22177
ENSG00000144827,ABHD10,27,-0.6211,14,-1.6310,30,-0.4712,46,0.19576,59,0.62109,55,0.67260,32,-0.4021
ENSG00000144834,TAGLN3,43,-3.6583,85,-2.6767,278,-0.9201,639,0.39217,342,-0.6041,892,1.41159,478,-0.0861
ENSG00000091972,CD200,31,-1.2320,16,-2.2222,35,-1.0434,51,-0.4795,107,0.72121,105,0.97794,67,-0.0541
ENSG00000144848,ATG3,90,0.66818,97,0.79344,33,-0.9345,86,0.58207,28,-1.1434,51,-0.3119,56,-0.1261
ENSG00000138459,SLC35A5,50,0.73918,6,-2.4824,37,0.23526,65,1.19861,22,-0.5910,33,0.05133,20,-0.7557
ENSG00000091986,CCDC80,24,0.37562,61,2.05568,46,1.47725,13,-0.6248,12,-0.7423,4,-2.3895,11,-0.9205
ENSG00000163608,NEPRO,28,0.17890,23,-0.1804,19,-0.4669,18,-0.5503,23,-0.1618,27,0.10595,32,0.40008
ENSG00000206530,CFAP44,20,0.01953,47,1.44517,7,-1.4635,3,-2.6258,27,0.49953,10,-1.1898,32,0.88708
ENSG00000072858,SIDT1,4,-1.9718,5,-1.7744,12,-0.4110,16,0.05972,29,1.04847,22,0.72547,12,-0.4086
ENSG00000176542,USF3,52,0.65020,60,0.87033,22,-0.7536,8,-2.2335,79,1.36992,22,-0.8439,32,-0.1688
ENSG00000121579,NAA50,30,-0.8959,19,-1.5929,67,0.33267,42,-0.3971,50,-0.1327,67,0.44644,67,0.39079
ENSG00000114573,ATP6V1A,57,-2.4034,30,-3.3273,134,-1.1269,183,-0.6601,336,0.30375,561,1.83316,180,-0.7491
ENSG00000184307,ZDHHC23,1,-3.9857,11,-0.6398,3,-2.3729,11,-0.5722,31,1.01242,32,1.66364,6,-1.5840
ENSG00000163617,CCDC191,54,1.23518,120,2.94752,15,-0.8173,7,-1.9665,26,0.04423,4,-2.8186,10,-1.4448
ENSG00000181722,ZBTB20,413,2.21177,286,1.47234,116,-0.0742,48,-1.4312,105,-0.2289,18,-3.1530,95,-0.4254
ENSG00000172020,GAP43,292,-2.3131,468,-1.6120,515,-1.4672,748,-0.9049,1769,0.45938,1811,0.67839,2063,0.83925
ENSG00000185565,LSAMP,178,-0.5322,177,-0.5352,188,-0.4485,141,-0.8928,510,1.20711,223,-0.2212,315,0.43595
ENSG00000113845,TIMMDC1,68,0.64248,27,-0.7835,26,-0.8402,46,0.02136,26,-0.8837,41,-0.2103,70,0.80961
ENSG00000138495,COX17,112,-0.6205,54,-1.7144,182,0.15266,142,-0.2503,76,-1.1995,227,0.69832,206,0.40091
ENSG00000082701,GSK3B,28,-1.1402,19,-1.7208,49,-0.3046,27,-1.2429,78,0.43029,86,0.80686,70,0.28360
ENSG00000163428,LRRC58,156,1.73099,72,0.35586,48,-0.2742,38,-0.6576,89,0.70635,29,-1.2817,44,-0.4713
ENSG00000065518,NDUFB4,119,-1.3010,93,-1.6764,203,-0.4878,369,0.46754,87,-1.7694,363,0.59668,404,0.72124
ENSG00000144840,RABL3,25,0.16235,13,-0.8402,16,-0.4660,34,0.69988,6,-1.8565,28,0.47039,22,0.01168
ENSG00000145087,STXBP5L,25,-1.1980,14,-2.0234,13,-2.1070,20,-1.5505,107,1.13588,90,1.20486,47,-0.2641
ENSG00000173230,GOLGB1,764,1.14791,1059,1.76358,125,-1.7312,114,-1.8639,777,1.17928,137,-1.8379,306,-0.4094
ENSG00000173226,IQCB1,20,0.51282,5,-1.5884,12,-0.3324,5,-1.4911,20,0.52454,20,0.69005,12,-0.3728
ENSG00000114023,FAM162A,30,-2.1088,15,-3.1448,99,-0.3373,120,-0.0231,89,-0.4876,169,0.72583,180,0.74217
ENSG00000114030,KPNA1,87,0.52515,59,-0.0888,28,-1.2108,48,-0.4173,93,0.64039,74,0.35617,45,-0.5825
ENSG00000082684,SEMA5B,1,-3.1928,2,-2.6212,14,-0.1603,25,0.82220,29,1.04885,15,0.03211,17,0.20759
ENSG00000173175,ADCY5,40,0.00928,40,0.01436,27,-0.5771,54,0.49346,61,0.70188,35,-0.2317,34,-0.2522
ENSG00000206527,HACD2,84,1.09320,32,-0.4603,50,0.22640,30,-0.5939,42,-0.0584,37,-0.3338,43,-0.0010
ENSG00000065534,MYLK,219,1.97898,151,1.25980,99,0.52989,52,-0.5064,40,-0.9145,22,-2.0675,45,-0.7936
ENSG00000175455,CCDC14,58,1.33363,50,1.04173,18,-0.5637,15,-0.8774,33,0.37641,20,-0.5389,15,-0.9542
ENSG00000160145,KALRN,9,-3.9077,42,-1.6741,89,-0.5313,75,-0.7969,204,0.79763,172,0.70658,160,0.44626
ENSG00000082781,ITGB5,29,0.81481,3,-2.6099,38,1.28928,9,-0.9499,11,-0.6309,5,-1.9618,34,1.32194
ENSG00000163848,ZNF148,68,0.48356,76,0.66448,31,-0.7454,15,-1.8098,87,0.89013,39,-0.5284,57,0.19993
ENSG00000114520,SNX4,44,0.29321,26,-0.5654,40,0.13546,22,-0.7791,35,-0.0735,49,0.59747,28,-0.4814
ENSG00000114544,SLC41A3,12,-2.5040,5,-3.7818,80,0.38721,45,-0.5140,42,-0.6384,95,0.95377,80,0.44181
ENSG00000144908,ALDH1L1,6,-2.9296,13,-1.9107,122,1.67615,63,0.48394,27,-0.8474,16,-1.8820,93,1.40342
ENSG00000159685,CHCHD6,20,-2.2446,26,-1.9007,46,-1.0209,133,0.63468,60,-0.6433,119,0.61884,129,0.67890
ENSG00000114554,PLXNA1,4,-2.8478,4,-2.9709,14,-1.1471,22,-0.4287,32,0.12438,48,1.13356,38,0.44687
ENSG00000163870,TPRA1,11,-0.7524,2,-3.3513,23,0.37588,31,0.86813,32,0.90625,18,-0.0928,16,-0.2498
ENSG00000114631,PODXL2,24,-2.5708,48,-1.5746,104,-0.4058,282,1.24328,175,0.42008,168,0.48024,105,-0.4306
ENSG00000114626,ABTB1,24,-0.9667,20,-1.2263,24,-1.0103,58,0.40226,61,0.48307,66,0.82363,35,-0.4489
ENSG00000074416,MGLL,36,-2.0489,76,-0.9320,182,0.45853,156,0.20074,217,0.74842,131,-0.1072,159,0.26659
ENSG00000058262,SEC61A1,51,0.14224,14,-1.7753,93,1.13114,55,0.26206,52,0.16575,47,-0.0216,32,-0.6389
ENSG00000175792,RUVBL1,5,-2.0643,9,-1.1047,19,-0.0213,22,0.25373,23,0.29819,22,0.32039,23,0.34132
ENSG00000163902,RPN1,104,0.53645,45,-0.8036,71,-0.0828,96,0.39201,75,0.00553,76,0.03473,65,-0.2496
ENSG00000075785,RAB7A,115,-0.6726,87,-1.0944,158,-0.1867,312,0.94312,165,-0.1101,182,0.06058,193,0.15871
