Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000136699,SMPD4,54,0.88221,31,-0.0155,41,0.40246,53,1.00411,41,0.40455,5,-2.8277,17,-1.0652
ENSG00000152082,MZT2B,343,-1.1055,802,0.22137,649,-0.1188,491,-0.6146,958,0.51365,1023,0.72624,607,-0.2516
ENSG00000136710,CCDC115,58,0.35528,49,0.08251,56,0.28964,57,0.36313,47,0.01486,25,-1.0551,46,-0.0083
ENSG00000136718,IMP4,43,-0.5418,78,0.40005,111,0.99832,48,-0.3898,51,-0.2853,65,0.11509,49,-0.3633
ENSG00000072135,PTPN18,19,-0.2032,32,0.65765,32,0.68040,15,-0.5692,48,1.36437,15,-0.6402,11,-1.0635
ENSG00000136002,ARHGEF4,50,-1.3910,202,0.82337,284,1.43163,167,0.58024,77,-0.7327,59,-1.2153,81,-0.7110
ENSG00000152102,FAM168B,81,-0.3871,66,-0.6956,174,0.85682,173,0.99451,138,0.46945,54,-1.1007,62,-0.8778
ENSG00000115762,PLEKHB2,157,-0.3510,112,-0.8668,262,0.47265,312,0.89861,155,-0.3725,135,-0.6432,190,-0.0553
ENSG00000173272,MZT2A,120,-1.5156,369,0.22514,388,0.30704,218,-0.6700,438,0.50806,441,0.60160,288,-0.1922
ENSG00000150551,LYPD1,5,-2.8417,43,0.39145,78,1.41163,35,0.05650,23,-0.6155,27,-0.3953,33,-0.0391
ENSG00000176771,NCKAP5,108,3.02203,30,0.48817,11,-1.0184,17,-0.4345,23,0.00421,7,-1.7563,1,-4.1906
ENSG00000152127,MGAT5,48,0.62513,30,-0.1214,51,0.70286,53,0.91364,9,-1.8684,15,-1.2470,27,-0.3616
ENSG00000152128,TMEM163,7,-1.3837,12,-0.4921,18,0.08822,30,1.07757,0,-4.3079,12,-0.5555,24,0.66570
ENSG00000082258,CCNT2,41,0.67568,13,-1.1592,19,-0.5536,62,1.70612,1,-4.5012,13,-1.2363,25,-0.1735
ENSG00000115839,RAB3GAP1,50,-0.6551,39,-1.0255,84,0.13805,86,0.21577,72,-0.0948,73,-0.0985,102,0.52715
ENSG00000048991,R3HDM1,29,-2.3545,42,-1.8059,100,-0.4867,140,0.04520,55,-1.4106,186,0.58322,244,1.14990
ENSG00000144224,UBXN4,295,0.80846,181,-0.0027,87,-1.1294,156,-0.2596,198,0.14674,186,0.05366,182,0.00577
ENSG00000076003,MCM6,16,-0.5413,8,-1.5377,30,0.40893,28,0.34799,37,0.79284,15,-0.7139,26,0.24521
ENSG00000115866,DARS,133,0.57498,166,0.95389,101,0.11745,66,-0.5924,45,-1.1297,89,-0.0940,90,-0.0641
ENSG00000150540,HNMT,23,0.72204,41,1.77667,8,-0.9537,10,-0.5719,3,-2.1835,8,-0.9410,17,0.27359
ENSG00000144228,SPOPL,21,0.43574,7,-1.2069,16,-0.0026,22,0.53804,33,1.19646,12,-0.5467,9,-1.0434
ENSG00000168702,LRP1B,13,-2.0922,27,-1.0119,27,-0.9985,108,1.52183,61,0.26994,31,-0.8540,54,0.10731
ENSG00000121964,GTDC1,73,0.06595,60,-0.2501,80,0.22157,83,0.30488,20,-1.8650,78,0.20099,72,0.06134
ENSG00000169554,ZEB2,1055,2.81978,160,-0.6320,181,-0.4443,200,-0.3230,75,-1.7689,141,-0.9083,122,-1.1331
ENSG00000121989,ACVR2A,10,-0.8620,5,-1.6714,11,-0.6177,39,1.70538,9,-1.0029,12,-0.6588,17,0.02519
ENSG00000115947,ORC4,25,-1.4466,36,-0.8627,63,-0.0125,71,0.20355,33,-1.0144,67,0.08769,101,0.90231
ENSG00000204406,MBD5,29,0.47239,13,-0.7845,16,-0.4178,35,0.88977,28,0.39611,10,-1.3168,21,-0.0573
ENSG00000135999,EPC2,39,0.83587,12,-0.9962,23,-0.0209,27,0.25737,12,-1.0058,22,-0.1225,25,0.12121
ENSG00000168280,KIF5C,776,0.28387,539,-0.2997,686,0.08299,688,0.09855,486,-0.4620,832,0.45630,493,-0.4849
ENSG00000168288,MMADHC,17,-1.5238,16,-1.6014,44,-0.0867,50,0.14977,40,-0.2146,48,0.07574,74,0.91064
ENSG00000115963,RND3,2,-3.8829,10,-1.8558,27,-0.3122,34,0.04596,173,3.26573,14,-1.4558,12,-1.6174
ENSG00000080345,RIF1,264,1.19344,72,-0.9180,44,-1.6731,144,0.18368,157,0.29691,85,-0.7232,153,0.30041
ENSG00000162980,ARL5A,64,0.28900,59,0.15048,69,0.39368,52,-0.0522,44,-0.3127,57,0.11689,41,-0.4616
ENSG00000182389,CACNB4,19,-2.3831,45,-1.1445,76,-0.3509,174,1.20094,141,0.64957,59,-0.8005,101,0.10790
ENSG00000115145,STAM2,34,0.86696,10,-1.0526,22,0.15373,30,0.79165,1,-3.7982,19,-0.1255,17,-0.2446
ENSG00000157827,FMNL2,624,2.74444,162,0.16765,107,-0.4836,114,-0.4242,104,-0.5249,51,-1.7326,65,-1.3389
ENSG00000196504,PRPF40A,199,1.24067,77,-0.3462,35,-1.5457,101,0.09760,65,-0.6001,88,-0.1512,101,0.10506
ENSG00000162989,KCNJ3,16,-2.4058,28,-1.5789,116,0.64702,151,1.32887,47,-0.7708,49,-0.8010,87,0.19936
ENSG00000153234,NR4A2,57,0.28019,144,1.92751,62,0.40680,82,1.04142,23,-1.1149,9,-2.5600,6,-3.2039
ENSG00000115159,GPD2,12,-1.4837,29,-0.1028,72,1.40178,49,0.84674,32,0.04085,20,-0.7547,15,-1.1813
ENSG00000136541,ERMN,1988,6.30936,28,-3.0902,23,-3.3988,63,-2.0478,15,-3.9495,7,-5.1072,8,-5.0950
ENSG00000153237,CCDC148,20,0.03316,21,0.11970,9,-1.1949,25,0.41535,9,-1.1696,29,0.70875,15,-0.4277
ENSG00000144283,PKP4,653,2.74442,116,-0.4370,180,0.26790,153,0.00353,29,-2.4951,70,-1.2995,51,-1.7895
ENSG00000123636,BAZ2B,590,2.12385,222,0.33801,122,-0.6191,156,-0.2624,109,-0.7918,151,-0.3131,74,-1.4691
ENSG00000136536,MARCH7,48,0.59409,33,-0.0325,34,0.02630,40,0.31156,23,-0.5860,24,-0.5582,35,0.05244
ENSG00000136560,TANK,23,0.10775,21,-0.0227,19,-0.2427,26,0.33586,34,0.70714,20,-0.1721,14,-0.6964
ENSG00000115233,PSMD14,73,-0.6795,82,-0.5114,66,-0.8429,111,-0.0430,49,-1.2739,151,0.54396,169,0.76499
ENSG00000136535,TBR1,9,-3.0188,23,-1.7239,100,0.53266,235,2.90541,2,-5.1647,19,-2.1579,38,-1.0552
ENSG00000144290,SLC4A10,6,-4.4660,20,-2.7504,86,-0.5588,206,1.00240,79,-0.6943,102,-0.3413,214,1.08057
ENSG00000115271,GCA,105,1.94434,11,-1.6981,20,-0.8123,43,0.38870,16,-1.2079,16,-1.2408,38,0.17149
ENSG00000182263,FIGN,24,1.04785,17,0.44791,10,-0.3559,21,0.99819,4,-1.5731,7,-0.8853,7,-0.9663
ENSG00000153253,SCN3A,18,-2.6409,48,-1.1996,58,-0.9273,204,1.34415,175,0.84697,61,-0.9153,110,0.08227
ENSG00000136531,SCN2A,37,-3.3113,66,-2.4898,187,-0.9306,679,1.40688,340,-0.0025,186,-1.0236,522,0.82179
ENSG00000178662,CSRNP3,19,-2.6913,54,-1.1551,132,0.21668,226,1.37141,65,-0.8886,87,-0.4903,127,0.18040
ENSG00000123607,TTC21B,23,0.42692,11,-0.7531,14,-0.3245,29,0.92437,27,0.66066,9,-1.0686,13,-0.5137
ENSG00000144285,SCN1A,4,-3.8488,13,-2.1230,35,-0.6910,88,0.92115,172,2.04308,21,-1.5287,51,-0.1111
ENSG00000169432,SCN9A,4,-2.0688,9,-0.7417,5,-1.6202,30,1.36380,19,0.31473,10,-0.6481,17,0.22818
ENSG00000198648,STK39,166,0.58347,56,-1.1351,80,-0.5896,98,-0.2985,122,0.07357,124,0.11515,148,0.44315
ENSG00000172292,CERS6,26,-1.7401,32,-1.4160,118,0.63043,100,0.39990,109,0.49418,53,-0.7203,107,0.53539
ENSG00000081479,LRP2,99,4.72033,4,-1.5555,6,-1.1854,3,-2.1451,0,-3.9187,0,-5.5211,7,-1.0867
ENSG00000138399,FASTKD1,19,0.52901,13,-0.0576,16,0.31049,18,0.51126,0,-3.9834,11,-0.3289,14,0.07620
ENSG00000138398,PPIG,381,0.44837,258,-0.1812,213,-0.4847,403,0.62585,365,0.37614,207,-0.5793,228,-0.4162
ENSG00000154479,CCDC173,39,0.01929,89,1.41736,24,-0.7218,34,-0.2237,3,-3.6187,55,0.66487,27,-0.6470
ENSG00000213160,KLHL23,26,-0.4378,31,-0.1563,28,-0.3108,58,1.01388,19,-0.8874,26,-0.5073,36,0.08517
ENSG00000138385,SSB,175,-0.5079,170,-0.5582,103,-1.3164,199,-0.3420,235,-0.0469,308,0.44967,361,0.76575
ENSG00000138382,METTL5,44,-1.0778,89,0.01230,49,-0.9160,50,-0.9650,79,-0.1854,140,0.88303,122,0.60515
ENSG00000144357,UBR3,77,-0.0202,35,-1.2199,62,-0.3644,124,0.89993,43,-0.9380,54,-0.6482,104,0.53414
ENSG00000128683,GAD1,11,-4.3577,67,-1.8251,180,-0.3285,184,-0.3323,1404,3.94444,54,-2.2811,41,-2.6914
ENSG00000115806,GORASP2,50,0.59456,33,-0.0930,33,-0.0771,33,-0.0730,7,-2.3247,27,-0.4484,52,0.76484
ENSG00000198586,TLK1,41,-1.2162,48,-0.9873,51,-0.8833,98,0.14338,40,-1.2348,115,0.45477,148,0.96407
ENSG00000123600,METTL8,37,1.25591,8,-1.1350,8,-1.0834,24,0.56376,12,-0.6154,17,-0.0778,14,-0.3564
ENSG00000071967,CYBRD1,33,0.54074,90,2.44583,40,0.87995,16,-0.6663,1,-4.0694,17,-0.5678,3,-3.1706
ENSG00000077380,DYNC1I2,860,1.76049,156,-1.0862,185,-0.8252,236,-0.5025,236,-0.4547,276,-0.2321,341,0.15109
ENSG00000115840,SLC25A12,16,-1.7802,20,-1.5201,31,-0.8433,107,1.40984,73,0.50515,29,-1.0186,61,0.23934
ENSG00000128708,HAT1,32,0.61720,36,0.85933,11,-1.0101,15,-0.6175,18,-0.2506,28,0.45383,16,-0.4606
ENSG00000144355,DLX1,1,-4.1460,28,-0.0150,24,-0.2833,25,-0.2194,149,3.26930,11,-1.5117,5,-2.7245
ENSG00000091409,ITGA6,39,1.13601,45,1.38635,19,-0.0867,27,0.60549,0,-4.5082,11,-0.9588,8,-1.3456
ENSG00000091428,RAPGEF4,249,-0.1211,366,0.50503,248,-0.1281,224,-0.3175,304,0.19719,400,0.76029,136,-1.1499
ENSG00000091436,MAP3K20,36,1.08327,48,1.60492,16,-0.2885,16,-0.3289,8,-1.2456,15,-0.4417,10,-1.0573
ENSG00000172845,SP3,26,0.45102,24,0.31411,31,0.71182,37,1.21979,2,-3.1468,10,-1.0779,10,-1.0683
ENSG00000138430,OLA1,55,-1.8649,80,-1.3078,73,-1.4409,91,-1.2110,248,0.46397,293,0.86907,322,1.07059
ENSG00000138433,CIR1,140,-0.0906,123,-0.2961,69,-1.1756,130,-0.2355,176,0.27324,163,0.17135,195,0.50922
ENSG00000144306,SCRN3,13,-1.0401,8,-1.7970,23,-0.1806,31,0.31884,51,1.12133,28,0.15995,23,-0.2095
ENSG00000163328,GPR155,69,-0.5137,63,-0.6653,96,-0.0104,222,1.76111,57,-0.8043,44,-1.3167,74,-0.4660
ENSG00000115935,WIPF1,203,4.56317,9,-1.6508,8,-1.8005,15,-1.0064,1,-4.2868,13,-1.2923,0,-7.1974
ENSG00000128656,CHN1,95,-3.4883,310,-1.7586,662,-0.6114,1211,0.40037,499,-1.0432,1242,0.44905,1645,1.02312
ENSG00000115966,ATF2,36,-0.5915,31,-0.8044,90,0.88761,59,0.19449,78,0.63284,37,-0.5917,50,-0.0984
ENSG00000154518,ATP5MC3,94,-2.1239,198,-1.0031,288,-0.4312,334,-0.2197,626,0.83635,356,-0.1068,597,0.88450
ENSG00000144320,LNPK,47,0.12881,23,-0.9396,48,0.15689,61,0.64355,1,-4.6878,33,-0.4775,63,0.70352
ENSG00000128654,MTX2,34,-0.7959,32,-0.8791,43,-0.4063,86,0.81015,58,0.04133,28,-1.1407,83,0.75233
ENSG00000170144,HNRNPA3,266,0.29641,202,-0.1451,191,-0.2294,240,0.14856,171,-0.4099,216,-0.0441,235,0.11238
ENSG00000116044,NFE2L2,227,2.08613,105,0.65327,47,-0.6329,41,-0.9128,45,-0.7059,67,-0.0864,32,-1.2984
ENSG00000018510,AGPS,45,0.71378,18,-0.7452,27,-0.1330,35,0.37622,42,0.59274,23,-0.4196,21,-0.5515
ENSG00000079156,OSBPL6,19,-1.1451,35,-0.1959,54,0.48818,66,0.96874,71,0.95012,18,-1.3048,26,-0.7204
ENSG00000180228,PRKRA,69,0.44413,32,-0.7510,62,0.27198,36,-0.6479,77,0.64015,44,-0.3013,61,0.29399
ENSG00000116095,PLEKHA3,38,-0.5005,54,0.04003,72,0.50617,67,0.44584,45,-0.2572,47,-0.2047,45,-0.2772
ENSG00000187231,SESTD1,157,1.92261,33,-0.7115,25,-1.1174,60,0.23310,28,-0.9775,38,-0.5457,43,-0.3433
ENSG00000144331,ZNF385B,1,-3.8829,4,-2.2496,9,-1.0103,42,1.75797,21,0.25040,11,-0.7980,19,0.14708
ENSG00000163510,CWC22,71,0.51816,25,-1.0792,9,-2.6363,49,-0.0880,52,0.02668,59,0.26330,70,0.58190
ENSG00000170035,UBE2E3,71,-0.2432,63,-0.4213,118,0.57422,73,-0.2308,113,0.50039,61,-0.5373,98,0.31507
ENSG00000138434,ITPRID2,84,1.40744,37,0.01833,32,-0.2339,45,0.38961,18,-1.0846,27,-0.5281,26,-0.6112
ENSG00000115252,PDE1A,74,-0.3851,14,-2.8860,49,-1.0190,180,1.29543,52,-0.9396,63,-0.7040,136,0.68519
ENSG00000077232,DNAJC10,52,-0.2648,34,-0.9249,54,-0.1995,74,0.34332,101,0.82707,46,-0.4936,66,0.13679
ENSG00000061676,NCKAP1,72,-1.7886,155,-0.6326,249,0.11877,334,0.69814,186,-0.3426,185,-0.3929,307,0.53006
ENSG00000170396,ZNF804A,2,-2.9295,5,-1.5764,11,-0.4059,15,0.12331,2,-2.5092,21,0.70345,25,1.10594
ENSG00000065548,ZC3H15,149,-1.2601,136,-1.3996,158,-1.1747,286,-0.2884,336,-0.0069,535,0.89223,476,0.65115
ENSG00000138448,ITGAV,141,1.33720,116,0.98130,96,0.65924,68,0.10131,12,-2.5488,33,-1.1281,38,-0.8898
ENSG00000144369,FAM171B,57,-1.9150,208,0.05945,171,-0.2519,338,1.01767,96,-1.1381,160,-0.3986,240,0.32700
ENSG00000144366,GULP1,4,-2.3093,11,-0.9642,3,-2.9140,7,-1.6797,43,1.16194,27,0.41345,42,1.34476
ENSG00000204262,COL5A2,3,-2.5818,6,-1.5120,11,-0.6185,31,1.18190,22,0.42486,5,-1.7580,27,0.88762
ENSG00000115368,WDR75,29,0.14856,14,-0.9429,39,0.60898,27,-0.0094,32,0.28404,16,-0.8890,34,0.44365
ENSG00000138381,ASNSD1,32,-0.5749,23,-1.0769,18,-1.4426,53,0.26951,32,-0.5708,43,-0.1269,81,1.13111
ENSG00000128699,ORMDL1,47,-0.4073,32,-0.9806,47,-0.4050,64,0.06482,131,1.28781,39,-0.7547,74,0.35479
ENSG00000064933,PMS1,23,0.25515,6,-1.6944,3,-2.8466,24,0.38753,18,-0.1198,23,0.27711,26,0.51188
ENSG00000187699,C2orf88,84,4.03500,7,-0.8377,1,-2.8660,11,-0.2077,1,-3.8048,4,-1.6206,1,-3.6243
ENSG00000198130,HIBCH,68,0.71539,55,0.37055,33,-0.4369,40,-0.1760,66,0.67913,40,-0.1444,28,-0.7736
ENSG00000151689,INPP1,113,1.88304,38,-0.0361,23,-0.7947,30,-0.4154,6,-2.7731,33,-0.2500,39,0.03387
ENSG00000151690,MFSD6,210,0.74721,33,-2.1213,95,-0.5336,206,0.84047,61,-1.2054,61,-1.3147,200,0.77836
ENSG00000138386,NAB1,33,0.28671,15,-0.8796,29,0.06150,67,1.88184,14,-1.0163,14,-1.1326,11,-1.4128
ENSG00000115419,GLS,34,-2.1893,61,-1.3009,129,-0.1569,241,1.02333,117,-0.3179,107,-0.5011,196,0.59094
ENSG00000115415,STAT1,43,0.21916,28,-0.4520,41,0.12277,40,0.08418,18,-1.1677,19,-1.1160,65,1.05839
ENSG00000144339,TMEFF2,131,0.57288,10,-3.2288,61,-0.6413,147,0.90339,104,0.19609,36,-1.5616,125,0.56754
ENSG00000196950,SLC39A10,25,-3.0772,61,-1.7634,134,-0.5856,214,0.17587,95,-1.1065,160,-0.3426,440,1.72456
ENSG00000138411,HECW2,47,0.22760,14,-1.5640,25,-0.7249,68,1.01141,83,1.21075,18,-1.3396,32,-0.4344
ENSG00000119041,GTF3C3,30,0.76287,12,-0.6973,14,-0.4746,24,0.50234,0,-4.4170,15,-0.3911,26,0.61152
ENSG00000197121,PGAP1,27,-0.6203,19,-1.1735,45,0.14953,90,1.64871,24,-0.8004,14,-1.7316,42,0.05810
ENSG00000115524,SF3B1,199,1.05254,81,-0.4170,81,-0.4275,113,0.11628,41,-1.4684,93,-0.2268,123,0.27088
ENSG00000115520,COQ10B,19,-1.0353,16,-1.2745,35,-0.0671,37,0.03531,72,1.14436,32,-0.2107,42,0.25687
ENSG00000144381,HSPD1,249,-0.1815,272,-0.0435,178,-0.7056,248,-0.2111,276,-0.0180,330,0.30395,332,0.31591
ENSG00000115541,HSPE1,215,-0.6460,335,0.04828,180,-0.9180,155,-1.2375,480,0.64391,464,0.67950,398,0.37939
ENSG00000115540,MOB4,24,-1.4843,45,-0.5304,76,0.31530,75,0.31603,93,0.64009,50,-0.4134,71,0.22326
ENSG00000162944,RFTN2,96,2.53424,66,1.72995,14,-0.8568,8,-1.8351,1,-4.1860,17,-0.6336,8,-1.7104
ENSG00000115896,PLCL1,147,2.84963,6,-2.4350,22,-0.5981,25,-0.4413,0,-5.2323,17,-1.0622,33,0.01265
ENSG00000119042,SATB2,11,-1.6385,6,-2.6168,24,-0.5204,74,1.61430,8,-2.1909,28,-0.3549,43,0.45351
ENSG00000225953,SATB2-AS1,2,-3.0222,5,-1.4857,17,0.16235,39,2.01715,1,-4.0596,7,-1.1752,17,0.24446
ENSG00000178074,C2orf69,41,-0.6463,45,-0.4782,81,0.44378,113,1.20579,42,-0.6071,38,-0.8190,52,-0.2802
ENSG00000162971,TYW5,21,0.85484,17,0.53319,6,-0.9950,11,-0.1595,0,-3.8302,15,0.37607,12,0.05120
ENSG00000162972,MAIP1,6,-1.7279,14,-0.5133,8,-1.2768,15,-0.4318,34,0.93343,17,-0.1969,33,1.04965
ENSG00000196141,SPATS2L,71,-0.5160,66,-0.6245,69,-0.5587,57,-0.9241,81,-0.3154,126,0.45826,166,1.02050
ENSG00000082153,BZW1,141,0.18574,88,-0.5545,90,-0.5156,139,0.19648,182,0.60882,103,-0.3346,133,0.10872
ENSG00000013441,CLK1,219,1.86018,101,0.47170,80,0.08337,94,0.39376,5,-3.9582,31,-1.4775,52,-0.6551
ENSG00000240344,PPIL3,15,-0.4719,18,-0.2241,15,-0.5093,21,0.01676,13,-0.6867,27,0.51587,24,0.31157
ENSG00000196290,NIF3L1,23,-0.2061,4,-2.7612,12,-1.1611,21,-0.4154,66,1.54324,18,-0.6365,41,0.82999
ENSG00000115942,ORC2,23,1.10599,3,-1.8596,6,-0.9682,20,0.98560,2,-2.6495,7,-0.8260,15,0.42612
ENSG00000155744,FAM126B,27,-1.2429,25,-1.3102,106,0.95809,114,1.29626,53,-0.1883,29,-1.2019,50,-0.3137
ENSG00000119013,NDUFB3,54,-2.1918,174,-0.4285,93,-1.3882,74,-1.8373,536,1.46287,353,0.83892,286,0.41828
ENSG00000003402,CFLAR,108,1.82065,42,0.16009,15,-1.4186,43,0.24243,36,-0.0979,23,-0.8601,23,-0.8147
ENSG00000115993,TRAK2,87,1.19853,26,-0.7781,42,-0.0191,63,0.73064,19,-1.2631,31,-0.5232,32,-0.4853
ENSG00000082146,STRADB,28,0.60862,18,-0.1223,16,-0.2560,27,0.64254,1,-3.4558,19,-0.0443,18,-0.0777
ENSG00000155755,TMEM237,29,-0.5526,32,-0.4351,38,-0.1627,50,0.30902,95,1.38587,24,-0.9094,39,-0.1452
ENSG00000003393,ALS2,20,-0.1415,15,-0.5932,40,0.97760,31,0.64344,2,-3.2147,11,-1.0527,29,0.49218
ENSG00000116030,SUMO1,66,-1.3717,121,-0.4532,110,-0.5997,133,-0.3323,197,0.32532,209,0.49217,215,0.54621
ENSG00000055044,NOP58,80,-0.0266,42,-1.0179,60,-0.4928,110,0.54885,55,-0.6177,79,-0.0663,102,0.40271
ENSG00000204217,BMPR2,36,-2.3810,92,-0.9701,154,-0.1841,234,0.57681,195,0.19815,154,-0.2047,236,0.59010
ENSG00000163596,ICA1L,30,-1.1189,59,-0.0947,84,0.47808,107,1.05484,29,-1.1686,47,-0.4898,57,-0.1583
ENSG00000138442,WDR12,16,-0.4602,10,-1.1555,26,0.26044,28,0.45381,7,-1.6745,21,-0.1028,31,0.65710
ENSG00000138380,CARF,33,1.47699,3,-2.1204,16,0.26099,22,0.85903,0,-3.9980,12,-0.2812,9,-0.7191
ENSG00000138443,ABI2,195,-0.4362,206,-0.3480,252,-0.0332,384,0.76964,250,-0.0435,208,-0.3696,241,-0.1144
ENSG00000173166,RAPH1,4,-2.9621,12,-1.3412,38,0.37560,38,0.42866,41,0.49542,20,-0.7000,45,0.75952
ENSG00000118257,NRP2,3,-2.1808,19,0.37293,18,0.36110,37,2.00482,0,-4.0974,8,-0.8894,7,-1.1825
ENSG00000114933,INO80D,22,0.72567,12,-0.1630,8,-0.8184,24,1.03020,0,-4.0235,9,-0.6310,15,0.10113
ENSG00000023228,NDUFS1,116,-0.2948,99,-0.5390,102,-0.4921,175,0.41620,71,-1.0460,145,0.06908,184,0.51872
ENSG00000114942,EEF1B2,513,0.20088,576,0.38909,231,-1.0447,304,-0.6900,411,-0.1568,672,0.75267,425,-0.1160
ENSG00000204186,ZDBF2,9,-2.5767,5,-3.2840,11,-2.2863,70,0.58847,117,1.41803,44,-0.2494,69,0.58152
ENSG00000114948,ADAM23,10,-2.5837,14,-2.0927,55,-0.0265,99,1.10158,21,-1.5316,35,-0.7936,98,1.08052
ENSG00000118246,FASTKD2,23,-0.5202,23,-0.5607,50,0.70686,56,1.05536,12,-1.4597,19,-0.8921,33,0.04533
ENSG00000118263,KLF7,53,0.85527,32,0.00661,38,0.31336,55,1.08752,1,-5.0503,12,-1.6184,29,-0.1362
ENSG00000118260,CREB1,38,0.51453,20,-0.4725,23,-0.2759,44,0.87722,12,-1.2895,20,-0.5589,28,0.01412
ENSG00000144401,METTL21A,16,-0.1143,18,0.03350,9,-1.0251,18,0.09933,20,0.22303,18,0.04140,19,0.19378
ENSG00000163249,CCNYL1,13,-0.0485,7,-0.8974,10,-0.3238,17,0.49071,2,-2.6990,10,-0.3869,22,0.96444
ENSG00000178385,PLEKHM3,35,0.59276,16,-0.6215,15,-0.7361,40,0.96661,14,-0.7974,19,-0.4127,22,-0.1857
ENSG00000188674,C2orf80,4,-4.2030,16,-2.3381,65,-0.2322,36,-1.2072,30,-1.4212,130,1.06749,153,1.44354
ENSG00000138413,IDH1,20,0.29935,20,0.25112,26,0.69846,22,0.45763,0,-4.2736,16,-0.1075,13,-0.3866
ENSG00000115020,PIKFYVE,29,0.31180,26,0.12182,25,0.09088,27,0.23880,31,0.40279,16,-0.6669,21,-0.2551
ENSG00000078018,MAP2,176,-3.4636,1445,-0.3238,1893,0.10653,1727,-0.0458,1350,-0.4296,3366,1.29320,1334,-0.4961
ENSG00000144406,UNC80,23,-2.4021,104,-0.1086,110,-0.0200,208,1.24648,97,-0.2204,75,-0.6858,108,-0.0607
ENSG00000197713,RPE,30,0.34769,8,-1.5498,16,-0.6604,30,0.42397,39,0.77616,19,-0.3652,24,0.00285
ENSG00000115365,LANCL1,292,1.42934,58,-1.2109,119,-0.0945,199,0.86830,107,-0.2681,54,-1.4128,92,-0.5488
ENSG00000178568,ERBB4,47,-0.5751,51,-0.4432,96,0.56459,76,0.19690,152,1.37225,59,-0.2619,32,-1.2473
ENSG00000144451,SPAG16,82,0.52237,68,0.21307,15,-2.0474,48,-0.3811,107,0.98105,63,0.09713,51,-0.2855
ENSG00000138363,ATIC,60,0.18297,56,0.07089,97,0.98762,54,0.01674,21,-1.3960,31,-0.9287,66,0.37226
ENSG00000115414,FN1,21,0.24056,54,1.90582,6,-1.6964,13,-0.5101,34,1.03879,12,-0.6186,7,-1.4915
ENSG00000079246,XRCC5,149,0.04642,69,-1.1478,80,-0.9223,121,-0.3162,184,0.39455,135,-0.1149,226,0.85721
ENSG00000260804,LINC01963,21,-1.0987,33,-0.4048,50,0.26505,67,0.88009,91,1.28483,17,-1.5291,31,-0.5301
ENSG00000197756,RPL37A,2890,0.28794,4121,0.88564,1752,-0.5091,1483,-0.8390,2208,-0.1454,3620,0.77213,1508,-0.8112
ENSG00000115461,IGFBP5,498,2.80539,107,-0.0938,61,-0.9695,92,-0.3631,83,-0.4998,34,-1.9457,67,-0.8975
ENSG00000163466,ARPC2,99,-1.6959,204,-0.6083,184,-0.7656,180,-0.8732,337,0.18811,510,1.03912,399,0.53362
ENSG00000127837,AAMP,60,-0.1501,49,-0.4603,75,0.19253,77,0.27720,61,-0.1327,55,-0.3393,77,0.27351
ENSG00000127838,PNKD,93,-0.5224,155,0.28682,140,0.12899,106,-0.3531,134,0.05066,146,0.22331,134,0.06826
ENSG00000135926,TMBIM1,80,2.57654,38,1.08883,21,0.06949,5,-2.1732,25,0.37967,7,-1.7387,5,-2.0397
ENSG00000144579,CTDSP1,44,2.00568,33,1.45356,18,0.36695,8,-0.8516,6,-1.1407,9,-0.8186,2,-2.6221
ENSG00000144580,CNOT9,30,0.37334,17,-0.5043,29,0.28457,40,1.00895,1,-4.0874,19,-0.3696,21,-0.1974
ENSG00000074582,BCS1L,18,-0.4402,10,-1.2521,8,-1.5859,12,-1.0765,88,2.35702,20,-0.2900,25,0.04965
ENSG00000163481,RNF25,15,-0.3244,11,-0.7868,10,-0.9701,30,0.89187,15,-0.3233,12,-0.8108,27,0.64550
ENSG00000135929,CYP27A1,122,3.89583,18,-0.0928,18,-0.0861,10,-1.1346,0,-4.4812,4,-2.3962,3,-2.7773
ENSG00000171450,CDK5R2,8,-2.9137,41,-0.5188,151,1.65580,102,1.12600,3,-4.0470,33,-0.9222,51,-0.2078
ENSG00000115649,CNPPD1,57,1.63092,23,0.04828,30,0.50679,19,-0.2926,43,1.11238,6,-2.1159,9,-1.3943
ENSG00000144567,RETREG2,74,-0.7801,69,-0.8928,178,0.60468,188,0.81341,158,0.40876,60,-1.2050,127,0.05893
ENSG00000158552,ZFAND2B,35,0.23101,30,-0.0324,22,-0.5118,30,-0.0435,32,0.07630,26,-0.3081,38,0.38628
ENSG00000115657,ABCB6,15,-1.1054,26,-0.2658,42,0.48853,68,1.61545,23,-0.4580,10,-1.7858,24,-0.4440
ENSG00000198925,ATG9A,57,0.31776,34,-0.5092,110,1.44225,83,1.11393,2,-4.5105,13,-2.1006,38,-0.3604
ENSG00000163516,ANKZF1,25,0.78398,13,-0.3095,11,-0.4771,30,1.35803,17,0.20018,7,-1.2161,6,-1.4790
